xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,period_space_section_title,is_section_title
/html/body/document/type/sequence/filename/description/text/center[39]/div/p[7],35,1097,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1],"(ii) split, combine, subdivide or reclassify any Shares or other equity interests;",1098,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[40]/div/p[2],"(iii) sell, issue, grant, deliver, pledge, transfer, encumber or authorize the sale, issuance, grant, delivery, pledge, transfer or encumbrance of (A) any capital stock, equity interest or other security, (B) any option, call, warrant, restricted securities or right to acquire any capital stock, equity interest or other security, or (C) any instrument convertible into or exchangeable for any capital stock, equity interest or other security;",1099,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[40]/div/p[2]/i[1],provided,1100,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[40]/div/p[2],",",1101,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[40]/div/p[2]/i[2],however,1102,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[40]/div/p[2],", the Company may issue Shares as required to be issued upon the exercise of Company Options or settlement of Company RSUs that, in each case, are outstanding as of the date of this Agreement and as required pursuant to the terms of the Company Equity Plan governing such awards as in effect on the date of this Agreement, and may, subject to Section 6.4, issue any Shares issuable to participants in the Company ESPP in accordance with the terms thereof;",1103,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[40]/div/p[3],(iv) except as contemplated by,1104,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[40]/div/p[3]/u[1],Section,1105,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[40]/div/p[3]/u[3],2.8,1106,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[40]/div/p[3],"or as required under any Employee Plan as in effect on the date of this Agreement, (i) establish, adopt, enter into, terminate or materially amend any Employee Plan (or any plan, program, arrangement or agreement that would be an Employee Plan if it were in existence on the date hereof), (ii) amend or waive any of its material rights under, or accelerate the vesting under, any provision of any of the Employee Plans (or any plan, program, arrangement or agreement that would be an Employee Plan if it were in existence on the date hereof), (iii) grant or increase any severance, retention or termination pay to any current or former employee, officer, director or independent contractor of any of the Acquired Corporations, (iv) grant any employee, officer, director or independent contractor any of the Acquired Corporations any increase in compensation or benefits, (v) grant any equity, equity-based or other incentive awards to, or discretionarily accelerate the vesting or payment of any such awards held by, any current or former employee, officer, director or independent contractor of any of the Acquired Corporations, (vi) hire any Key Employees or (vii) terminate the employment of any Key Employees other than for cause (except that the Company may: (A) provide increases in base salary or wages of not more than 3% to",1107,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[40]/div/p[3]/font[1],non-Key,1108,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[40]/div/p[3],Employees in the ordinary course of business consistent with past practice; (B) amend any Employee Plan to the extent required by applicable Legal Requirements; (C) enter into,1109,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[40]/div/p[3]/font[2],at-will,1110,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[40]/div/p[3],employment agreements with,1111,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[40]/div/p[3]/font[3],non-Key,1112,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[40]/div/p[3],"Employees in the ordinary course of business consistent with past practice and (D) enter into agreements with consultants in the ordinary course of business consistent with past practice (and on terms consistent with the terms entered into with consultants by the Company); in the case of clauses (C) and (D), provided that such employment or consulting agreements are terminable without penalty on less than 90 days’ advance notice and do not provide for severance, change in control or other material contractual benefits);",1113,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[40]/div/p[4],(v) amend or permit the adoption of any amendment to its certificate of incorporation or bylaws or other charter or organizational documents;,1114,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[40]/div/p[6],36,1115,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[41]/div/p[1],"(vi) form any Subsidiary, acquire any equity interest in any other Entity or enter into any material joint venture, partnership or similar arrangement;",1116,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[41]/div/p[2],"(vii) make or authorize any capital expenditure (except that the Acquired Corporations may make capital expenditures that do not exceed $300,000 individually (with consent not to be unreasonably withheld for expenditures exceeding $300,000) or $4,000,000 in the aggregate);",1117,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[41]/div/p[3],"(viii) acquire, lease, license, sublicense, pledge, sell or otherwise dispose of, divest or",1118,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[41]/div/p[3]/font,"spin-off,",1119,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[41]/div/p[3],"abandon, waive, create or incur any Encumbrance (other than any Permitted Encumbrances) on, relinquish or permit to lapse, transfer or assign any material right or other material asset or property (other than Intellectual Property Rights, which are addressed in",1120,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[41]/div/p[3]/u[1],Section,1121,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[41]/div/p[3]/u[3],5.2(b)(ix),1122,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[41]/div/p[3],"below), except (A) in the ordinary course of business, (B) pursuant to dispositions of obsolete, surplus or worn out assets that are no longer useful in the conduct of the business of the Acquired Corporations, (C) capital expenditures permitted by",1123,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[41]/div/p[3]/u[4],clause (vii),1124,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[41]/div/p[3],of this,1125,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[41]/div/p[3]/u[5],Section,1126,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[41]/div/p[3]/u[7],5.2(b),1127,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[41]/div/p[3],or (D) transactions between the Company and a wholly owned Acquired Corporation or between wholly owned Acquired Corporations;,1128,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[41]/div/p[4],"(ix) acquire, lease, license, sublicense, pledge, sell, or otherwise dispose of, divest or",1129,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[41]/div/p[4]/font[1],"spin-off,",1130,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[41]/div/p[4],"abandon, waive, create or incur any Encumbrance (other than a Permitted Encumbrance described in clauses (a) through clause (d) or clause (f) of the definition of Permitted Encumbrances) on, relinquish or permit to lapse (other than any Patent expiring at the end of its statutory term), grant any other right or immunity under (including any option, right of first refusal or other preferential right or covenant not to sue), transfer or assign, or fail to take any action necessary to maintain, enforce or protect, any Intellectual Property Right, except (A) granting",1131,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[41]/div/p[4]/font[2],non-exclusive,1132,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[41]/div/p[4],"licenses (1) pursuant to clinical trial agreements or supply agreements in which clinical trials or supply services are being performed for an Acquired Corporation, or other similar agreements, in each case, that are entered into by an Acquired Corporation in the ordinary course of business, and (2) where the grant of rights to use any Intellectual Property Rights are incidental, and not material to, any performance under each such agreement and (B) transactions between the Company and a wholly owned Acquired Corporation or between wholly owned Acquired Corporations;",1133,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[41]/div/p[5],"(x) lend money or make capital contributions or advances to or make investments in, any Person, or incur, issue or guarantee any Indebtedness (except for advances to employees and consultants for travel and other business related expenses in the ordinary course of business consistent with past practice and in compliance with the Company’s policies related thereto), other than between the Company and a wholly owned Acquired Corporation or between wholly owned Acquired Corporations;",1134,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[41]/div/p[6],"(xi) (A) amend or modify in any material respect, or voluntarily terminate, any Material Contract or (B) enter into any contract that would constitute a Material Contract if it were in effect on the date of this Agreement;",1135,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[41]/div/p[8],37,1136,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[42]/div/p[1],"(xii) except as required by applicable Legal Requirements or GAAP, (A) make any material change to any accounting method or accounting period used for Tax purposes that has a material effect on Taxes; (B) make, rescind or change any material Tax election; (C) file a material amended Tax Return; (D) enter into a closing agreement with any Governmental Body regarding any material Tax liability or assessment; (E) settle, compromise or consent to any material Tax claim or assessment or surrender a right to a material Tax refund, offset or other reduction in Tax liability; (F) waive or extend the statute of limitations with respect to any material Tax or material Tax Return (except in connection with automatic extensions of time to file Tax Returns granted in the ordinary course of business); or (G) or take any other similar action outside of the ordinary course of business relating to the filing of any Tax Return or the payment of any Tax, if such election, adoption, change, amendment, agreement, settlement, surrender, consent or other action would have the effect of materially increasing the Tax liability of any Acquired Corporation for any period ending after the Closing Date or materially decreasing any Tax attribute of any Acquired Corporation existing on the Closing Date;",1137,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[42]/div/p[2],"(xiii) settle, release, waive or compromise any Legal Proceeding or other claim (or threatened Legal Proceeding or other claim) against any Acquired Corporation, other than any settlement, release, waiver or compromise that (A) results solely in monetary obligations involving only the payment of monies by the Acquired Corporations of not more than $25,000 in the aggregate (excluding monetary obligations that are funded by an indemnity obligation to, or an insurance policy of, any Acquired Corporation) or (B) results in no monetary or other material",1138,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[42]/div/p[2]/font,non-monetary,1139,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[42]/div/p[2],obligation of any Acquired Corporation;,1140,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[42]/div/p[2]/i,provided,1141,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[42]/div/p[2],"that the settlement, release, waiver or compromise of any Legal Proceeding or claim brought by the stockholders of the Company against the Company and/or its directors relating to the Transactions or a breach of this Agreement or any other agreements contemplated hereby shall be subject to",1142,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[42]/div/p[2]/u[1],Section,1143,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[42]/div/p[2]/u[3],2.7,1144,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[42]/div/p[2],or 6.6;,1145,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[42]/div/p[3],"(xiv) enter into, amend or terminate any Collective Bargaining Agreement;",1146,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[42]/div/p[4],(xv) adopt or implement any stockholder rights plan or similar arrangement;,1147,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[42]/div/p[5],"(xvi) adopt a plan or agreement of complete or partial liquidation or dissolution, merger, consolidation, restructuring, recapitalization or other reorganization of any of the Acquired Corporations; or",1148,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[42]/div/p[6],"(xvii) authorize any of, or agree or commit to take, any of the actions described in the foregoing",1149,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[42]/div/p[6]/u[1],clauses (i),1150,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[42]/div/p[6],through,1151,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[42]/div/p[6]/u[2],(xvi),1152,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[42]/div/p[6],of this,1153,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[42]/div/p[6]/u[3],Section,1154,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[42]/div/p[6]/u[5],5.2(b),1155,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[42]/div/p[6],.,1156,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[42]/div/p[7],"Notwithstanding the foregoing, nothing contained herein shall give to Parent or Purchaser, directly or indirectly, rights to control or direct the operations of the Acquired Corporations prior to the Offer Acceptance Time. Prior to the Effective Time, each of Parent and the Company shall exercise, consistent with the terms and conditions hereof, complete control and supervision of its and its, if applicable, Subsidiaries’ respective operations.",1157,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[42]/div/p[9],38,1158,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[1]/b[1],5.3 No Solicitation,1159,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[1],.,1160,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[2],"(a) For the purposes of this Agreement, “",1161,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[2]/u[1],Acceptable Confidentiality Agreement,1162,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[2],"” means any customary confidentiality agreement that (i) contains provisions that are not materially less favorable to the Company than those contained in the Confidentiality Agreement (it being understood that such agreement need not contain any “standstill” or similar provisions or otherwise prohibit the making of any Acquisition Proposal) and (ii) does not prohibit the Company from providing any information to Parent in accordance with, and otherwise complying with, this",1163,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[2]/u[2],Section,1164,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[2]/u[4],5.3,1165,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[2],.,1166,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[3],(b) Except as permitted by this,1167,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[3]/u[1],Section,1168,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[3]/u[3],5.3,1169,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[3],", during the",1170,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[3]/font[1],Pre-Closing,1171,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[3],"Period the Acquired Corporations shall not, and shall cause their Representatives not to, directly or indirectly, (i) continue any solicitation, knowing encouragement, discussions or negotiations with any Persons that may be ongoing as of the date of this Agreement with respect to an Acquisition Proposal; (ii) (A) solicit, initiate or knowingly facilitate or encourage (including by way of furnishing",1172,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[3]/font[2],non-public,1173,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[3],"information) any inquiries regarding, or the making of any proposal or offer that constitutes, or could reasonably be expected to lead to, an Acquisition Proposal, (B) engage in, continue or otherwise participate in any discussions or negotiations regarding, or furnish to any other Person any",1174,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[3]/font[3],non-public,1175,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[3],"information in connection with, or for the purpose of soliciting or knowingly encouraging or facilitating, an Acquisition Proposal or any proposal or offer that could reasonably be expected to lead to an Acquisition Proposal or (C) enter into any letter of intent, acquisition agreement, agreement in principle or similar agreement with respect to an Acquisition Proposal or any proposal or offer that could reasonably be expected to lead to an Acquisition Proposal; or (iii) waive or release any Person from, forebear in the enforcement of, or amend any standstill agreement or any standstill provisions of any other Contract.",1176,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[4],"(c) Notwithstanding anything to the contrary contained in this Agreement, if at any time on or after the date of this Agreement and prior to the Offer Acceptance Time any Acquired Corporation or any of their Representatives receives an unsolicited bona fide Acquisition Proposal from any Person or group of Persons, (i) the Company and its Representatives may contact such Person or group of Persons solely to clarify the terms and conditions thereof and (ii) if the Board of Directors determines in good faith, after consultation with financial advisors and outside legal counsel, that such Acquisition Proposal constitutes or could reasonably be expected to lead to a Superior Offer, then the Company and its Representatives may (A) furnish, pursuant to an Acceptable Confidentiality Agreement, information (including",1177,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[4]/font[1],non-public,1178,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[4],information) with respect to the Acquired Corporations to the Person or group of Persons who has made such Acquisition Proposal;,1179,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[4]/i,provided,1180,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[4],that the Company shall as promptly as practicable (and no later than one business day) provide to Parent any,1181,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[4]/font[2],non-public,1182,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[4],information concerning the Acquired Corporations that is provided to any Person to the extent access to such information was not previously provided to Parent or its Representatives and (B) engage in or otherwise participate in discussions or negotiations with the Person or group of Persons making such Acquisition Proposal.,1183,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[5],(d) During the,1184,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[5]/font,Pre-Closing,1185,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[5],"Period, the Company shall (i) promptly (and in any event within one business day) notify Parent if any inquiries, proposals or offers with respect to an Acquisition Proposal are received by any Acquired Corporation and provide to Parent a copy of any written Acquisition Proposal (including any proposed term sheet, letter of intent,",1186,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[43]/div/p[7],39,1187,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[1],"acquisition agreement or similar agreement with respect thereto) and a summary of any material unwritten terms and conditions thereof, and (ii) keep Parent reasonably informed of any material developments, discussions or negotiations regarding any Acquisition Proposal on a prompt basis (and in any event within one business day of such material development, discussion or negotiation).",1188,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[2],(e) Nothing in this,1189,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[2]/u[1],Section,1190,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[2]/u[3],5.3,1191,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[2],or elsewhere in this Agreement shall prohibit the Company from (i) taking and disclosing to the stockholders of the Company a position contemplated by Rule,1192,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[2]/font[1],"14e-2(a),",1193,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[2],Rule,1194,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[2]/font[2],14d-9,1195,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[2],or Item 1012(a) of Regulation,1196,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[2]/font[3],M-A,1197,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[2],"promulgated under the Exchange Act, including any “stop, look and listen” communication pursuant to Rule",1198,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[2]/font[4],14d-9(f),1199,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[2],"promulgated under the Exchange Act, or (ii) making any disclosure to the stockholders of the Company that is required by applicable Legal Requirements.",1200,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[3],"(f) The Company agrees that in the event any Acquired Corporation or any Representative of an Acquired Corporation (acting in its capacity as such on behalf of the Acquired Corporation) takes any action which, if taken by the Company, would constitute a breach of this",1201,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[3]/u[1],Section,1202,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[3]/u[3],5.3,1203,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[3],", the Company shall be deemed to be in breach of this",1204,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[3]/u[4],Section,1205,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[3]/u[6],5.3,1206,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[3],.,1207,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[4]/b,SECTION 6,1208,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[5]/b/u,ADDITIONAL COVENANTS OF THE PARTIES,1209,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[6]/b[1],6.1 Company Board Recommendation,1210,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[6],.,1211,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[7],(a) Subject to,1212,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[7]/u[1],Section,1213,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[7]/u[3],6.1(b),1214,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[7],", the Company hereby consents to the inclusion of a description of the Company Board Recommendation in the Offer Documents. During the",1215,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[7]/font,Pre-Closing,1216,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[7],"Period, subject to",1217,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[7]/u[4],Section,1218,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[7]/u[6],6.1(b),1219,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[7],", neither the Board of Directors nor any committee thereof shall (i)(A) withdraw (or modify in a manner adverse to Parent or Purchaser), or publicly propose to withdraw (or modify in a manner adverse to Parent or Purchaser), the Company Board Recommendation or (B) adopt, approve, recommend or declare advisable, or publicly propose to adopt, approve, recommend or declare advisable, any Acquisition Proposal (any action described in this",1220,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[7]/u[7],clause (i),1221,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[7],being referred to as a “,1222,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[7]/u[8],Company Adverse Change Recommendation,1223,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[7],"”) or (ii) adopt, approve, recommend or declare advisable, or propose to approve, recommend or declare advisable, or allow the Company to execute or enter into any Contract with respect to any Acquisition Proposal, or requiring, or reasonably expected to cause, the Company to abandon, terminate, delay or fail to consummate, or that would otherwise materially impede, interfere with or be inconsistent with, the Transactions (other than an Acceptable Confidentiality Agreement).",1224,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[8],"(b) Notwithstanding anything to the contrary contained in this Agreement, at any time prior to the Offer Acceptance Time:",1225,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[9],"(i) if any Acquired Corporation has received a bona fide written Acquisition Proposal from any Person that has not been withdrawn and after consultation with outside legal counsel and financial advisors, the Board of Directors shall have determined, in good faith, that such Acquisition Proposal is a Superior Offer, (x) the Board of Directors may",1226,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[44]/div/p[11],40,1227,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[45]/div/p[1],"make a Company Adverse Change Recommendation, or (y) the Company may terminate this Agreement pursuant to",1228,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[45]/div/p[1]/u[1],Section,1229,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[45]/div/p[1]/u[3],8.1(e),1230,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[45]/div/p[1],"to enter into a Specified Agreement with respect to such Superior Offer, in each case, if and only if: (A) the Board of Directors determines in good faith, after consultation with the Company’s outside legal counsel and financial advisors, that such action is required by the fiduciary duties of the Board of Directors to the Company’s stockholders under applicable Legal Requirements; (B) the Company shall have given Parent prior written notice of its intention to consider making a Company Adverse Change Recommendation or terminating this Agreement pursuant to",1231,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[45]/div/p[1]/u[4],Section,1232,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[45]/div/p[1]/u[6],8.1(e),1233,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[45]/div/p[1],at least four business days prior to making any such Company Adverse Change Recommendation or termination (a “,1234,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[45]/div/p[1]/u[7],Determination Notice,1235,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[45]/div/p[1],"”) (which notice shall not constitute a Company Adverse Change Recommendation or termination) and, if desired by Parent, during such four business day period shall have negotiated in good faith with respect to any revisions to the terms of this Agreement or another proposal to the extent proposed by Parent so that such Acquisition Proposal would cease to constitute a Superior Offer; and (C) (1) the Company shall have provided to Parent information with respect to such Acquisition Proposal in accordance with",1236,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[45]/div/p[1]/u[8],Section,1237,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[45]/div/p[1]/u[10],5.3(d),1238,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[45]/div/p[1],", (2) the Company shall have given Parent the four business day period after the Determination Notice to propose revisions to the terms of this Agreement or make another proposal so that such Acquisition Proposal would cease to constitute a Superior Offer, and (3) after giving effect to any proposals made by Parent during such period, if any, after consultation with outside legal counsel and financial advisors, the Board of Directors shall have determined, in good faith, that such Acquisition Proposal is a Superior Offer and that making the Company Adverse Change Recommendation or terminating this Agreement pursuant to",1239,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[45]/div/p[1]/u[11],Section,1240,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[45]/div/p[1]/u[13],8.1(e),1241,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[45]/div/p[1],"is required by the fiduciary duties of the Board of Directors to the Company’s stockholders under applicable Legal Requirements. Issuance of any “stop, look and listen” communication by or on behalf of the Company shall not be considered a Company Adverse Change Recommendation and shall not require the giving of a Determination Notice or compliance with the procedures set forth in this",1242,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[45]/div/p[1]/u[14],Section,1243,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[45]/div/p[1]/u[16],6.1,1244,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/center[45]/div/p[1],. The provisions of this,1245,,,,,,,,,,,,,,,
