xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
/html/body/document/type/sequence/filename/description/text/div[93]/p/font,-,1413,/html/body/document/type/sequence/filename/description/text/div[93]/p/font,-,n,166,"[0.5391948910936253, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,257.0,0.5391948910936253,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.5391948910936253,3.0,b_n
/html/body/document/type/sequence/filename/description/text/div[93]/p/font,42,1414,/html/body/document/type/sequence/filename/description/text/div[93]/p/font,42,n,166,"[0.5391948910936253, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,258.0,0.5391948910936253,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.5391948910936253,3.0,i_n
/html/body/document/type/sequence/filename/description/text/div[93]/p/font,-,1415,/html/body/document/type/sequence/filename/description/text/div[93]/p/font,-,n,166,"[0.5391948910936253, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,259.0,0.5391948910936253,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.5391948910936253,3.0,e_n
/html/body/document/type/sequence/filename/description/text/p[845],(f),1416,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[845],"Except as set forth in Section 4.12(a) of the Company Disclosure Schedule, there are no offers, tenders, bids or quotations made by the Company or any of its Subsidiaries which are outstanding and capable of acceptance by a Governmental Entity which would give rise to a contractual obligation binding on the Company or any of its Subsidiaries.",1417,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[847],Section 4.13.,1418,/html/body/document/type/sequence/filename/description/text/p[847],Section 4.13.,ssn,167,"[0.5418861899874559, 0.07222222222222222, 0.048594861111111116, 0.00034211426616489907]",1.0,260.0,0.5418861899874559,0.07222222222222222,0.048594861111111116,0.00034211426616489907,0.5418861899874559,1.0,s_ssn
/html/body/document/type/sequence/filename/description/text/p[847]/u,Employee Benefits,1419,/html/body/document/type/sequence/filename/description/text/p[847]/u,Employee Benefits,sst,168,"[0.5418861899874559, 0.13470625, 0.07301458333333334, 0.00034211426616489907]",2.0,261.0,0.5418861899874559,0.13470625,0.07301458333333334,0.00034211426616489907,0.5418861899874559,1.0,s_sst
/html/body/document/type/sequence/filename/description/text/p[847],.,1420,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[849],(a),1421,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[849],Section 4.13(a) of the Company Disclosure Schedule sets forth a correct and complete list of each material Company Benefit Plan and separately identifies each material Company Benefit Plan that is maintained primarily for the benefit of employees outside of the United States (a “,1422,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[849]/b/u,Non-U.S. Company Plan,1423,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[849],”).,1424,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[851],(b),1425,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[851],"With respect to each Company Benefit Plan, the Company has made available to Parent, to the extent applicable, accurate and complete copies of (i) the Company Benefit Plan document, including, for the avoidance of doubt, any amendments or supplements thereto, and all related trust documents, insurance Contracts or other funding vehicle (or where no such copies are available, a reasonably detailed written description thereof), (ii) the most recently prepared actuarial report and (iii) all material correspondence to or from any Governmental Entity received since the Applicable Date with respect thereto.",1426,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[853],(c),1427,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[853],"Except as would not reasonably be expected to result in any material liability to the Company or any of its Subsidiaries: (i) each Company Benefit Plan (including any related trusts) has been established, operated and administered in compliance with its terms and applicable Laws, including ERISA and the Code, (ii) all contributions or other amounts payable by the Company or any of its Subsidiaries with respect to each Company Benefit Plan in respect of current or prior plan years have been paid or accrued in accordance with GAAP and (iii) there are no Proceedings (other than routine claims for benefits) pending or, to the Knowledge of the Company, threatened by a Governmental Entity by, on behalf of or against any Company Benefit Plan or any trust related thereto.",1428,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[855],(d),1429,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[855],"With respect to each ERISA Plan, the Company has made available to Parent, to the extent applicable, accurate and complete copies of (i) the most recent summary plan description together with any summaries of all material modifications and supplements thereto, (ii) the most recent IRS determination or opinion letter and (iii) the two most recent annual reports (Form 5500 or 990 series and, for the avoidance of doubt, all schedules and financial statements attached thereto).",1430,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/div[95]/p/font,-,1431,/html/body/document/type/sequence/filename/description/text/div[95]/p/font,-,n,169,"[0.5482609191469952, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,262.0,0.5482609191469952,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.5482609191469952,3.0,b_n
/html/body/document/type/sequence/filename/description/text/div[95]/p/font,43,1432,/html/body/document/type/sequence/filename/description/text/div[95]/p/font,43,n,169,"[0.5482609191469952, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,263.0,0.5482609191469952,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.5482609191469952,3.0,i_n
/html/body/document/type/sequence/filename/description/text/div[95]/p/font,-,1433,/html/body/document/type/sequence/filename/description/text/div[95]/p/font,-,n,169,"[0.5482609191469952, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,264.0,0.5482609191469952,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.5482609191469952,3.0,e_n
/html/body/document/type/sequence/filename/description/text/p[859],(e),1434,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[859],"Each ERISA Plan that is intended to be qualified under Section 401(a) of the Code is subject to a favorable determination, advisory or opinion letter issued from the IRS to the effect that such plan is so qualified and, to the Knowledge of the Company, nothing has occurred that would adversely affect the qualification or Tax exemption of any such ERISA Plan. With respect to any ERISA Plan, neither the Company nor any of its Subsidiaries has engaged in a transaction in connection with which the Company or any of its Subsidiaries reasonably could be subject to either a civil penalty assessed pursuant to Section 409 or 502(i) of ERISA or a Tax imposed pursuant to Section 4975 or 4976 of the Code.",1435,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[861],(f),1436,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[861],Neither the Company nor any Company ERISA Affiliate has in the last six years contributed (or has any obligation) to a plan that is subject to Section 412 of the Code or Section 302 or Title IV of ERISA.,1437,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[863],(g),1438,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[863],"Neither the Company nor any Company ERISA Affiliate has maintained, established, participated in or contributed to, or is or has been obligated to contribute to, or has otherwise incurred any obligation or liability (including any contingent liability) under, any Multiemployer Plan in the last six years.",1439,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[865],(h),1440,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[865],No Company Benefit Plan is a “multiple employer welfare arrangement” (as defined in Section 3(40) of ERISA).,1441,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[867],(i),1442,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[867],"Except as required by applicable Law, no Company Benefit Plan provides retiree or post-employment medical, disability, life insurance or other welfare benefits to any Person, and none of the Company or any of its Subsidiaries has any obligation to provide any such benefits.",1443,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[869],(j),1444,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[869],"Each Company Benefit Plan that is a “nonqualified deferred compensation plan” (within the meaning of Section 409A of the Code) is, in all material respects, in documentary compliance with, and has been operated and administered in all material respects in compliance with, Section 409A of the Code and the guidance issued by the IRS provided thereunder.",1445,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[871],(k),1446,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[871],"Neither the execution and delivery of this Agreement, the receipt of any approval of this Agreement nor the consummation of the transactions contemplated by this Agreement could, either alone or in combination with another event, (i) entitle any current or former employee, director, officer or independent contractor of the Company or any of its Subsidiaries to severance pay or any material increase in severance pay, (ii) accelerate the time of payment or vesting, or materially increase the amount of compensation due to any such employee, director, officer or independent contractor, (iii) directly or indirectly cause the Company to transfer or set aside any assets to fund any material benefits under any Company Benefit Plan, (iv) otherwise give rise to any material obligation or liability under any Company Benefit Plan, (v) limit or restrict the right to merge, terminate, materially amend or otherwise modify or transfer the assets of any Company Benefit Plan on or following the Offer Acceptance Time or (vi) result in the payment of any amount that could, individually or in combination with any other such payment, constitute an “excess parachute payment” as defined in Section 280G(b)(1) of the Code.",1447,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/div[97]/p/font,-,1448,/html/body/document/type/sequence/filename/description/text/div[97]/p/font,-,n,170,"[0.5583875014254761, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,265.0,0.5583875014254761,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.5583875014254761,3.0,b_n
/html/body/document/type/sequence/filename/description/text/div[97]/p/font,44,1449,/html/body/document/type/sequence/filename/description/text/div[97]/p/font,44,n,170,"[0.5583875014254761, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,266.0,0.5583875014254761,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.5583875014254761,3.0,i_n
/html/body/document/type/sequence/filename/description/text/div[97]/p/font,-,1450,/html/body/document/type/sequence/filename/description/text/div[97]/p/font,-,n,170,"[0.5583875014254761, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,267.0,0.5583875014254761,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.5583875014254761,3.0,e_n
/html/body/document/type/sequence/filename/description/text/p[875],(l),1451,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[875],"Neither the Company nor any Subsidiary thereof has any obligation to provide, and no Company Benefit Plan or other agreement or arrangement provides any individual with the right to, a gross-up, indemnification, reimbursement or other payment for any excise or additional Taxes incurred pursuant to Section 409A or Section 4999 of the Code or due to the failure of any payment to be deductible under Section 280G of the Code.",1452,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[877],(m),1453,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[877],"All Non-U.S. Company Plans comply with applicable local Law in all material respects, and all such plans that are intended to be funded and/or book-reserved are funded and/or book reserved, as appropriate, based upon reasonable actuarial assumptions. As of the date hereof, there is no pending or threatened material litigation relating to any Non-U.S. Company Plan.",1454,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[879],(n),1455,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[879],"All employees at the sales, management and executive levels of the Company or any of its Subsidiaries are party to agreements with the Company or its Subsidiaries, as applicable, containing restrictive covenants, including non-competition and non-solicitation provisions, in each case, that are enforceable pursuant to their terms but subject in all respects to applicable Law. The Company has made available to Parent accurate and complete copies of any such restrictive covenant agreements.",1456,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[881],Section 4.14.,1457,/html/body/document/type/sequence/filename/description/text/p[881],Section 4.14.,ssn,171,"[0.563199908769529, 0.07222222222222222, 0.048594861111111116, 0.00034211426616489907]",1.0,268.0,0.563199908769529,0.07222222222222222,0.048594861111111116,0.00034211426616489907,0.563199908769529,1.0,s_ssn
/html/body/document/type/sequence/filename/description/text/p[881]/u,Labor Matters,1458,/html/body/document/type/sequence/filename/description/text/p[881]/u,Labor Matters,sst,172,"[0.563199908769529, 0.13470625, 0.05501305555555556, 0.00034211426616489907]",2.0,269.0,0.563199908769529,0.13470625,0.05501305555555556,0.00034211426616489907,0.563199908769529,1.0,s_sst
/html/body/document/type/sequence/filename/description/text/p[881],.,1459,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[883],(a),1460,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[883],"Neither the Company nor any of its Subsidiaries is a party to or bound by any collective bargaining agreement or other agreement with a labor union, labor organization, works council or similar organization and, to the Knowledge of the Company, there are no activities or Proceedings by any individual or group of individuals, including representatives of any labor unions, labor organizations, works councils or similar organizations, to organize any employees of the Company or any of its Subsidiaries.",1461,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[885],(b),1462,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[885],"Except as set forth in Section 4.14(b) of the Company Disclosure Schedule, there is no and, since the Applicable Date, has not been any, strike, lockout, slowdown, work stoppage, unfair labor practice or other labor dispute, or arbitration or grievance pending or, to the Knowledge of the Company, threatened. The Company and each of its Subsidiaries is in compliance in all material respects with all applicable Laws regarding labor, employment and employment practices, terms and conditions of employment, wages and hours (including classification of employees, discrimination, harassment and equitable pay practices), and occupational safety and health. Neither the Company nor any of its Subsidiaries has incurred any obligation or liability under the Worker Adjustment and Retraining Notification Act or any similar state or local Law that remains unsatisfied.",1463,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[887],(c),1464,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[887],"Since the Applicable Date: (i) to the Knowledge of the Company, no allegations of sexual harassment have been made against any current or former officer or director of the Company, and (ii) neither the Company nor any of its Subsidiaries have been involved in any Proceedings, or entered into any settlement agreements, related to allegations of sexual harassment or misconduct by any current or former officer or director of the Company.",1465,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/div[99]/p/font,-,1466,/html/body/document/type/sequence/filename/description/text/div[99]/p/font,-,n,173,"[0.5685140837039572, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,270.0,0.5685140837039572,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.5685140837039572,3.0,b_n
/html/body/document/type/sequence/filename/description/text/div[99]/p/font,45,1467,/html/body/document/type/sequence/filename/description/text/div[99]/p/font,45,n,173,"[0.5685140837039572, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,271.0,0.5685140837039572,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.5685140837039572,3.0,i_n
/html/body/document/type/sequence/filename/description/text/div[99]/p/font,-,1468,/html/body/document/type/sequence/filename/description/text/div[99]/p/font,-,n,173,"[0.5685140837039572, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,272.0,0.5685140837039572,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.5685140837039572,3.0,e_n
/html/body/document/type/sequence/filename/description/text/p[891],Section 4.15.,1469,/html/body/document/type/sequence/filename/description/text/p[891],Section 4.15.,ssn,174,"[0.5701448283726764, 0.07222222222222222, 0.048594861111111116, 0.00034211426616489907]",1.0,273.0,0.5701448283726764,0.07222222222222222,0.048594861111111116,0.00034211426616489907,0.5701448283726764,1.0,s_ssn
/html/body/document/type/sequence/filename/description/text/p[891]/u,Environmental Matters,1470,/html/body/document/type/sequence/filename/description/text/p[891]/u,Environmental Matters,sst,175,"[0.5701448283726764, 0.13470625, 0.08792291666666666, 0.00034211426616489907]",2.0,274.0,0.5701448283726764,0.13470625,0.08792291666666666,0.00034211426616489907,0.5701448283726764,1.0,s_sst
/html/body/document/type/sequence/filename/description/text/p[891],.,1471,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[893],"Except as would not reasonably be expected, individually or in the aggregate, to result in a Material Adverse Effect:",1472,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[895],(a),1473,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[895],"(i) The Company and its Subsidiaries are, and for the past five years, have been in compliance with all applicable Environmental Laws; (ii) no property currently or formerly owned or operated by the Company or any of its Subsidiaries is contaminated with any Hazardous Substance in violation of or as would reasonably be expected to result in liability to the Company or any Subsidiary under any Environmental Law; (iii) neither the Company nor any of its Subsidiaries is liable for any Hazardous Substance disposal or contamination on any third-party property; (iv) neither the Company nor any of its Subsidiaries has received any written notice, demand, letter, claim or request for information alleging that the Company or any of its Subsidiaries may be in violation of or subject to any obligation or liability under any Environmental Law which has not been fully resolved; (v) neither the Company nor any of its Subsidiaries is a party to any Order or other agreement with any Governmental Entity or any indemnity or other agreement with any third party relating to any obligations or liabilities under any Environmental Law and (vi) to the Knowledge of the Company there are no other circumstances or conditions involving the Company or any of its Subsidiaries that could reasonably be expected to result in any claim, obligation, liability, investigation, cost or restriction on the ownership, use, or transfer of any property pursuant to any Environmental Law.",1474,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[897],(b),1475,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[897],"The Company made available to Parent, correct and complete copies of all material environmental reports, studies, assessments, and sampling data in the possession of the Company relating to the Company or its Subsidiaries or their respective current or former properties or operations.",1476,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[899],Section 4.16.,1477,/html/body/document/type/sequence/filename/description/text/p[899],Section 4.16.,ssn,176,"[0.5750940814231954, 0.07222222222222222, 0.048594861111111116, 0.00034211426616489907]",1.0,275.0,0.5750940814231954,0.07222222222222222,0.048594861111111116,0.00034211426616489907,0.5750940814231954,1.0,s_ssn
/html/body/document/type/sequence/filename/description/text/p[899]/u,Tax Matters,1478,/html/body/document/type/sequence/filename/description/text/p[899]/u,Tax Matters,sst,177,"[0.5750940814231954, 0.13238402777777777, 0.048811875000000005, 0.00034211426616489907]",2.0,276.0,0.5750940814231954,0.13238402777777777,0.048811875000000005,0.00034211426616489907,0.5750940814231954,1.0,s_sst
/html/body/document/type/sequence/filename/description/text/p[899],.,1479,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[901],(a),1480,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[901],"Except as set forth in Section 4.16(a) of the Company Disclosure Schedule, the Company and each of its Subsidiaries (i) have prepared in good faith and duly and timely filed (taking into account any extension of time within which to file) all material Tax Returns required to be filed by any of them with the appropriate Taxing Authority and all such filed Tax Returns are correct and complete in all material respects, (ii) have paid all material amount of Taxes that are required to be paid (whether or not shown on any Tax Returns), (iii) have complied in all material respects with applicable withholding requirements in connection with amounts paid or owing to any employee, stockholder, creditor, independent contractor or third party (each as determined for Tax purposes), (iv) have complied in all material respects with all information reporting and record retention requirements and (iv) have not waived any statute of limitations with respect to Taxes or agreed to any extension of time with respect to a Tax assessment or deficiency.",1481,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[903],(b),1482,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[903],"No deficiency with respect to any amount of Taxes has been proposed, asserted or assessed in writing against the Company or any of its Subsidiaries and there are no pending or, to the Knowledge of the Company, threatened Proceedings regarding any Taxes of the Company and its Subsidiaries or the properties or assets of the Company and its Subsidiaries.",1483,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/div[101]/p/font,-,1484,/html/body/document/type/sequence/filename/description/text/div[101]/p/font,-,n,178,"[0.5793477021325123, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,277.0,0.5793477021325123,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.5793477021325123,3.0,b_n
/html/body/document/type/sequence/filename/description/text/div[101]/p/font,46,1485,/html/body/document/type/sequence/filename/description/text/div[101]/p/font,46,n,178,"[0.5793477021325123, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,278.0,0.5793477021325123,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.5793477021325123,3.0,i_n
/html/body/document/type/sequence/filename/description/text/div[101]/p/font,-,1486,/html/body/document/type/sequence/filename/description/text/div[101]/p/font,-,n,178,"[0.5793477021325123, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,279.0,0.5793477021325123,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.5793477021325123,3.0,e_n
/html/body/document/type/sequence/filename/description/text/p[907],(c),1487,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[907],Neither the Company nor any of its Subsidiaries has been informed in writing by any Taxing Authority that such Taxing Authority believes that the Company or any of its Subsidiaries was required to file any Tax Return that was not filed.,1488,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[909],(d),1489,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[909],"The Company has made available to Parent correct and complete copies of any private letter ruling requests, closing agreements or gain recognition agreements with respect to Taxes.",1490,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[911],(e),1491,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[911],There are no Encumbrances for Taxes (other than any Permitted Encumbrance) on any of the properties or assets of the Company or any of its Subsidiaries.,1492,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[913],(f),1493,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[913],"Neither the Company nor any of its Subsidiaries is a party to or is bound by any Tax sharing, allocation, indemnification or similar agreement or arrangement (other than such an agreement or arrangement solely between or among the Company and any of its Wholly Owned Subsidiaries).",1494,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[915],(g),1495,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[915],"Neither the Company nor any of its Subsidiaries (i) has been a member of an affiliated group filing a consolidated federal income Tax Return (other than a group the common parent of which was the Company) or (ii) has any obligation or liability for the Taxes of any person (other than the Company or any of its Subsidiaries) under Treasury Regulation Section 1.1502-6 (or any similar provision of Law), as a transferee or successor, or by Contract (other than Contracts that are entered into in the Ordinary Course of Business and are not primarily related to Taxes).",1496,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[917],(h),1497,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[917],"Neither the Company nor any of its Subsidiaries has been, within the past two years or otherwise as part of a “plan (or series of related transactions)” within the meaning of Section 355(e) of the Code of which the Merger is also a part, a “distributing corporation” or a “controlled corporation” (within the meaning of Section 355(a)(1)(A) of the Code) in a distribution of stock intended to qualify for tax-free treatment under Section 355 of the Code (or any similar provision of state, local or non-U.S. Law).",1498,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[919],(i),1499,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[919],Neither the Company nor any of its Subsidiaries has participated in a “reportable transaction” within the meaning of Treasury Regulations Section 1.6011-4(b) or any other transaction requiring disclosure under analogous provisions of Tax Law.,1500,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[921],(j),1501,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[921],At no time during the past five years has the Company been a “United States real property holding corporation” within the meaning of Section 897(c)(2) of the Code.,1502,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[923],(k),1503,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[923],"Neither the Company nor any of its Subsidiaries will be required to include any item of income in, or to exclude any item of deduction from, taxable income in any taxable period (or portion thereof) ending after the Closing Date as a result of any closing agreement, installment sale or open transaction on or prior to the Closing Date, any accounting method change or agreement with any Tax authority on or prior to the Closing Date, any prepaid amount received on or prior to the Closing Date, any intercompany transaction or excess loss account described in Section 1502 of the Code (or any corresponding provision of Tax Law), or any election pursuant to Section 108(i) of the Code (or any similar provision of Law) made with respect to any taxable period ending on or prior to the Closing Date. Neither the Company or any of its Subsidiaries has any liability under Section 965 of the Code (or any similar provision of Law) with respect to the period ending on or prior to the Closing Date or will have any such liability as a result of any election under Section 965(h) on or prior to the Closing Date.",1504,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/div[103]/p/font,-,1505,/html/body/document/type/sequence/filename/description/text/div[103]/p/font,-,n,179,"[0.5912418747861786, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,280.0,0.5912418747861786,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.5912418747861786,3.0,b_n
/html/body/document/type/sequence/filename/description/text/div[103]/p/font,47,1506,/html/body/document/type/sequence/filename/description/text/div[103]/p/font,47,n,179,"[0.5912418747861786, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,281.0,0.5912418747861786,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.5912418747861786,3.0,i_n
/html/body/document/type/sequence/filename/description/text/div[103]/p/font,-,1507,/html/body/document/type/sequence/filename/description/text/div[103]/p/font,-,n,179,"[0.5912418747861786, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,282.0,0.5912418747861786,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.5912418747861786,3.0,e_n
/html/body/document/type/sequence/filename/description/text/p[927],(l),1508,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[927],"The Company and its Subsidiaries are in compliance in all material respects with all applicable transfer pricing Laws and regulations, including the execution and maintenance of contemporaneous documentation substantiating the transfer pricing practices and methodology of the Company or any of its Subsidiaries. The prices for any property or services (or for the use of any property) provided by or to the Company or any of its Subsidiaries are arm’s-length prices for purposes of the relevant applicable transfer pricing Laws, including Treasury Regulations promulgated under Section 482 of the Code.",1509,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[929],(m),1510,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[929],"Neither the Company nor any of its Subsidiaries is (or has ever been) subject to any income or other material Tax in any jurisdiction other than its country of incorporation, organization or formation by virtue of having employees, a permanent establishment or any other place of business in such jurisdiction.",1511,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[931],(n),1512,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[931],"Neither the Company nor any of its Subsidiaries has availed itself of any government grants, Tax holidays, loans, other Tax benefits, advances, reimbursements or other relief related to COVID-19, including a loan under the paycheck protection program or deferral of payroll taxes under the CARES Act or any similar applicable federal, state or local Law.",1513,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[933],(o),1514,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[933],"The Company and its Subsidiaries have delivered or made available to Parent copies of all U.S. federal, state and local income Tax Returns filed by the Company or any of its Subsidiaries since June 30, 2017, and a schedule describing the types, jurisdictions and amounts of material non-income Taxes paid by the Company or any of its Subsidiaries since June 30, 2017.",1515,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[935],Section 4.17.,1516,/html/body/document/type/sequence/filename/description/text/p[935],Section 4.17.,ssn,180,"[0.5974683544303797, 0.07222222222222222, 0.048594861111111116, 0.00034211426616489907]",1.0,283.0,0.5974683544303797,0.07222222222222222,0.048594861111111116,0.00034211426616489907,0.5974683544303797,1.0,s_ssn
/html/body/document/type/sequence/filename/description/text/p[935]/u,Real Property,1517,/html/body/document/type/sequence/filename/description/text/p[935]/u,Real Property,sst,181,"[0.5974683544303797, 0.13470625, 0.055192083333333336, 0.00034211426616489907]",2.0,284.0,0.5974683544303797,0.13470625,0.055192083333333336,0.00034211426616489907,0.5974683544303797,1.0,s_sst
/html/body/document/type/sequence/filename/description/text/p[935],.,1518,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[937],(a),1519,,,,,,,,,,,,,,o
