,xpaths,text,all_nodes_ordering
2414,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2]/u[7],"Debt
Letters",2414
2415,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2],"” and the Debt Letters, together with the Equity Commitment Letter, the “",2415
2416,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2]/u[8],Financing Commitment Letters,2416
2417,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2],"” ). Pursuant to the Debt Commitment Letter and subject to the terms and conditions thereof, each of the parties
thereto (other than Parent and Merger Sub) have severally committed to lend the amounts set forth therein to Parent or Merger Sub (the provision of such funds as set forth therein, the “",2417
2418,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2]/u[9],Debt Financing,2418
2419,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2],"”) for the purposes set forth in
such Debt Commitment Letter. As of the date of this Agreement, (",2419
2420,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2]/u[10],i,2420
2421,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2],") the Financing Commitment Letters have not been amended, restated or otherwise modified or waived in any respect (and no amendment, restatement, modification or waiver is
contemplated), (",2421
2422,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2]/u[11],ii,2422
2423,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2],") the respective commitments contained in the Equity Commitment Letter and, to the Knowledge of Parent, the commitments contained in the Debt Commitment Letter have not been withdrawn, rescinded, amended, restated or
otherwise modified in any respect and (",2423
2424,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2]/u[12],iii,2424
2425,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2],") with respect to the commitments contained in the Equity Commitment Letter and, to the Knowledge of Parent, the commitments contained in the Debt Letters, no such withdrawal, rescission,
amendment, restatement or modification is contemplated). As of the date of this Agreement, the Financing Commitment Letters are in full force and effect and constitute the legal, valid, enforceable and binding obligations of each of Parent, and to
the Knowledge of Parent, the other parties thereto, subject in each case to the Enforceability Exceptions. As of the date of this Agreement, there are no conditions precedent or other contractual contingencies related to the funding of the full
amount of the Debt Financing pursuant to the Debt Commitment Letter (other than as expressly set forth in the Debt Commitment Letter) and the Equity Financing pursuant to the Equity Commitment Letter. Assuming the satisfaction of the conditions
precedent set forth in",2425
2426,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2]/u[13],Section,2426
2427,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2]/u[15],8.1,2427
2428,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2],and,2428
2429,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2]/u[16],Section,2429
2430,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2]/u[18],8.2,2430
2431,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2],", the net proceeds contemplated from the Debt Financing and the Equity Financing, together with the Escrow Amount and Parent’s available
unrestricted cash, will, in the aggregate, be sufficient for the satisfaction of all of Parent’s and Merger Sub’s obligations under this Agreement, including the payment of the Merger Consideration, any payments in respect of equity
compensation obligations to be made in connection with the Merger, any repayment or refinancing of any outstanding indebtedness of Parent, the Company and their respective Subsidiaries required in connection with the Merger and all fees and expenses
reasonably expected to be incurred in connection with the Merger and the other transactions contemplated by this Agreement (the “",2431
2432,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2]/u[19],Merger Amounts,2432
2433,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2],"”). As of the date of this Agreement, assuming the satisfaction of the conditions to the
Merger set forth in",2433
2434,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2]/u[20],Section,2434
2435,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2]/u[22],8.1,2435
2436,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2],and,2436
2437,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2]/u[23],Section,2437
2438,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2]/u[25],8.2,2438
2439,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2],", to the Knowledge of Parent, no event has occurred which, with or without notice, lapse of time or both, would or would reasonably be expected to
constitute a breach or default on the part of Parent or Merger Sub under the Financing Commitment Letters or any other party to the Financing Commitment Letters. As of the date of this Agreement, there are no side letters or other agreements,
Contracts or arrangements that relate to the conditionality, availability, termination or amount of the Debt Financing, the Equity Financing or the funding of all or any part of the Debt Financing or the Equity Financing. Parent has fully paid all
commitment fees or other fees required to be paid on or prior to the date of this Agreement in connection with the Debt Financing and satisfied all of the other terms and conditions required to be satisfied by Parent on or prior to the date hereof.
As of the date of this Agreement, assuming the satisfaction of the conditions to the Merger set forth in",2439
2440,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2]/u[26],Section,2440
2441,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2]/u[28],8.1,2441
2442,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2],and,2442
2443,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2]/u[29],Section,2443
2444,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2]/u[31],8.2,2444
2445,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2],", Parent has no reason to believe that any of the conditions to
the Debt Financing or the Equity Financing will not be satisfied, nor does Parent have Knowledge that the full amount of the Debt Financing and the Equity Financing will not be made available to Parent as of the time the Closing is required to occur
pursuant to",2445
2446,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2]/u[32],Section,2446
2447,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2]/u[34],2.2,2447
2448,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[2],"in accordance with the terms of the Debt Letters. Notwithstanding anything to the contrary contained herein, the Company agrees that a breach of this representation and warranty shall not result in
the failure of a condition precedent to the Company’s obligations under this Agreement if (notwithstanding such breach) Parent and Merger Sub are willing and able to consummate the Merger on the Closing Date.",2448
2449,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[4],56,2449
2450,/html/body/document/type/sequence/filename/description/text/center[58]/div/p[1],Section 4.7,2450
2451,/html/body/document/type/sequence/filename/description/text/center[58]/div/p[1]/u[1],Solvency,2451
2452,/html/body/document/type/sequence/filename/description/text/center[58]/div/p[1],". Parent is not entering into this Agreement with the intent
to hinder, delay or defraud either present or future creditors of the Company or any of its Subsidiaries. Assuming (",2452
2453,/html/body/document/type/sequence/filename/description/text/center[58]/div/p[1]/u[2],a,2453
2454,/html/body/document/type/sequence/filename/description/text/center[58]/div/p[1],) the satisfaction of the conditions set forth in,2454
2455,/html/body/document/type/sequence/filename/description/text/center[58]/div/p[1]/u[3],Article VIII,2455
2456,/html/body/document/type/sequence/filename/description/text/center[58]/div/p[1],"(in each case, other than those conditions that by
their terms are to be satisfied at the Closing, but subject to the satisfaction or waiver of such conditions at the Closing), (",2456
2457,/html/body/document/type/sequence/filename/description/text/center[58]/div/p[1]/u[4],b,2457
2458,/html/body/document/type/sequence/filename/description/text/center[58]/div/p[1],) that the representations and warranties set forth in,2458
2459,/html/body/document/type/sequence/filename/description/text/center[58]/div/p[1]/u[5],Article III,2459
2460,/html/body/document/type/sequence/filename/description/text/center[58]/div/p[1],"as written are true and correct and
(",2460
2461,/html/body/document/type/sequence/filename/description/text/center[58]/div/p[1]/u[6],c,2461
2462,/html/body/document/type/sequence/filename/description/text/center[58]/div/p[1],") the Company is Solvent as of the Date of this Agreement, at and immediately after the Closing, then, after giving effect to the consummation of the transactions contemplated hereby, each of Parent and the Surviving Corporation will
be Solvent as of immediately after the consummation of the Merger and the other transactions contemplated by this Agreement. For the purposes of this Agreement, the term “Solvent”, when used with respect to any Person, means that, as of
any date of determination, (",2462
2463,/html/body/document/type/sequence/filename/description/text/center[58]/div/p[1]/u[7],i,2463
2464,/html/body/document/type/sequence/filename/description/text/center[58]/div/p[1],") the amount of the “fair saleable value” of the assets of such Person will, as of such date, exceed the value of all “liabilities of such Person, including contingent and other
liabilities”, as of such date, (",2464
2465,/html/body/document/type/sequence/filename/description/text/center[58]/div/p[1]/u[8],ii,2465
2466,/html/body/document/type/sequence/filename/description/text/center[58]/div/p[1],") such Person will not have, as of such date, an unreasonably small amount of capital for the operation of the businesses in which it is engaged or proposed to be engaged following such date and
(",2466
2467,/html/body/document/type/sequence/filename/description/text/center[58]/div/p[1]/u[9],iii,2467
2468,/html/body/document/type/sequence/filename/description/text/center[58]/div/p[1],") such Person will be able to pay its liabilities, as of such date, including contingent and other liabilities, as they mature, taking into account the timing of and amounts of cash to be received by it and the timing of and amounts
of cash to be payable on or in respect of its indebtedness.",2468
2469,/html/body/document/type/sequence/filename/description/text/center[58]/div/p[2],Section 4.8,2469
2470,/html/body/document/type/sequence/filename/description/text/center[58]/div/p[2]/u[1],Litigation,2470
2471,/html/body/document/type/sequence/filename/description/text/center[58]/div/p[2],". Except as would not reasonably be
expected to, individually or in the aggregate, prevent or materially delay the consummation of the transactions contemplated hereby, (",2471
2472,/html/body/document/type/sequence/filename/description/text/center[58]/div/p[2]/u[2],a,2472
2473,/html/body/document/type/sequence/filename/description/text/center[58]/div/p[2],") there is no Proceeding pending (or, to the Knowledge of Parent, threatened) by or before any
Governmental Authority with respect to Parent or any of its Subsidiaries and (",2473
2474,/html/body/document/type/sequence/filename/description/text/center[58]/div/p[2]/u[3],b,2474
2475,/html/body/document/type/sequence/filename/description/text/center[58]/div/p[2],") to the Knowledge of Parent, Parent and its Subsidiaries are not under investigation by any Governmental Authority with respect to any violation by Parent or
its Subsidiaries of any applicable Law or Order.",2475
2476,/html/body/document/type/sequence/filename/description/text/center[58]/div/p[4],57,2476
2477,/html/body/document/type/sequence/filename/description/text/center[59]/div/p[1],Section 4.9,2477
2478,/html/body/document/type/sequence/filename/description/text/center[59]/div/p[1]/u[1],Share Ownership,2478
2479,/html/body/document/type/sequence/filename/description/text/center[59]/div/p[1],". None of Parent, Merger Sub or any of their
respective “affiliates” or “associates” (as defined in Section 203 of the DGCL) (",2479
2480,/html/body/document/type/sequence/filename/description/text/center[59]/div/p[1]/u[2],a,2480
2481,/html/body/document/type/sequence/filename/description/text/center[59]/div/p[1],") beneficially owns (as such term is used in Rule 13d-3 promulgated under the Exchange Act) any Company Stock or any options,
warrants or other rights to acquire Company Stock or other securities of, or any other economic interest (through derivatives, securities or otherwise) in the Company or (",2481
2482,/html/body/document/type/sequence/filename/description/text/center[59]/div/p[1]/u[3],b,2482
2483,/html/body/document/type/sequence/filename/description/text/center[59]/div/p[1],") is, or at any time within the past three years has been, an
“interested stockholder” of the Company (as defined in Section 203 of the DGCL).",2483
2484,/html/body/document/type/sequence/filename/description/text/center[59]/div/p[2],Section 4.10,2484
2485,/html/body/document/type/sequence/filename/description/text/center[59]/div/p[2]/u[1],Finders,2485
2486,/html/body/document/type/sequence/filename/description/text/center[59]/div/p[2]/u[2],’,2486
2487,/html/body/document/type/sequence/filename/description/text/center[59]/div/p[2]/u[3],"Fee, etc",2487
2488,/html/body/document/type/sequence/filename/description/text/center[59]/div/p[2],". Except for Barclays Capital Inc., there is no investment banker, broker or finder that has been retained by or is authorized to act on behalf of Parent or any of its Affiliates who is entitled to any fee
or commission from Parent or any of its Affiliates in connection with the transactions contemplated by this Agreement.",2488
2489,/html/body/document/type/sequence/filename/description/text/center[59]/div/p[3],Section 4.11,2489
2490,/html/body/document/type/sequence/filename/description/text/center[59]/div/p[3]/u,Taxes,2490
2491,/html/body/document/type/sequence/filename/description/text/center[59]/div/p[3],". No withholding or deduction for Taxes arising solely by reason of (x) the place of incorporation or tax residence of Parent, its shareholders or the Guarantors or (y) the jurisdiction from which Parent or the Guarantors make
payments (other than the United States), in each case, will be required pursuant to a Law in effect on the date hereof in connection with amounts otherwise payable pursuant to this Agreement to any Person.",2491
2492,/html/body/document/type/sequence/filename/description/text/center[59]/div/p[4],Section 4.12,2492
2493,/html/body/document/type/sequence/filename/description/text/center[59]/div/p[4]/u[1],No Additional Representations; Acknowledgment,2493
2494,/html/body/document/type/sequence/filename/description/text/center[59]/div/p[4],.,2494
2495,/html/body/document/type/sequence/filename/description/text/center[59]/div/p[5],(a) Except for the representations and warranties of Parent and Merger Sub expressly set forth in this,2495
2496,/html/body/document/type/sequence/filename/description/text/center[59]/div/p[5]/u,Article IV,2496
2497,/html/body/document/type/sequence/filename/description/text/center[59]/div/p[5],", none of Parent,
Merger Sub, its Affiliates or any other Person on behalf of Parent or Merger Sub makes any express or implied representation or warranty with respect to Parent or Merger Sub or with respect to any other information provided to the Company, its
Subsidiaries or any of their Affiliates or Representatives relating to the financial condition, business, assets or results of operations of Parent, Merger Sub, its Subsidiaries or any of their Affiliates in connection with the transactions
contemplated by this Agreement, including the Merger, including any information, documentation, forecasts, budgets, projections or estimates provided by Parent, Merger Sub or any Representative of Parent or Merger Sub, including any management
presentation.",2497
2498,/html/body/document/type/sequence/filename/description/text/center[59]/div/p[6],"(b) Parent and Merger Sub acknowledge and agree that, except for the representations and warranties expressly set forth in",2498
2499,/html/body/document/type/sequence/filename/description/text/center[59]/div/p[6]/u[1],Article III,2499
2500,/html/body/document/type/sequence/filename/description/text/center[59]/div/p[6],", none of the Company or any Person on behalf of the Company is making, and none of them has made, any representations or warranties (express or implied) relating to itself or its financial condition, business, assets or results of
operations or otherwise in connection with the transactions contemplated by this Agreement, including the Merger, including with respect to any information, documentation, forecasts, budgets, projections or estimates provided by the Company or any
Representative of the Company, including in any “data room” or management presentation, and none of Parent, Merger Sub or their respective Affiliates or Representatives is relying on any representation or warranty of the Company or any
Person on behalf of the Company, except for those expressly set forth in",2500
2501,/html/body/document/type/sequence/filename/description/text/center[59]/div/p[6]/u[2],Article III,2501
2502,/html/body/document/type/sequence/filename/description/text/center[59]/div/p[6],.,2502
2503,/html/body/document/type/sequence/filename/description/text/center[59]/div/p[8],58,2503
2504,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[1],ARTICLE V,2504
2505,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[2]/u,COVENANTS OF THE COMPANY,2505
2506,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3],Section 5.1,2506
2507,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3]/u[1],Conduct of the Company,2507
2508,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3],". From the date of this Agreement until the earlier to occur of the Effective Time and the
termination of this Agreement in accordance with",2508
2509,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3]/u[2],Article IX,2509
2510,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3],"except as otherwise expressly permitted or expressly contemplated by this Agreement, as set forth in",2510
2511,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3]/u[3],Section,2511
2512,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3]/u[5],5.1,2512
2513,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3],"of the Company Disclosure Letter, as
consented to in writing by Parent (such consent not to be unreasonably withheld, conditioned or delayed), for any actions taken reasonably and in good faith to respond to COVID-19 Measures,",2513
2514,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3]/u[6],provided,2514
2515,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3],"that the Company shall, to the extent
reasonably practicable, provide reasonable advance notice of such actions and consult with Parent prior to taking such actions or as required by applicable Law, the Company shall, and shall cause each of its Subsidiaries to, (",2515
2516,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3]/u[7],i,2516
2517,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3],") conduct
its business in all material respects in the ordinary course of business consistent with past practice and (",2517
2518,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3]/u[8],ii,2518
2519,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3],") use its commercially reasonable efforts to preserve substantially intact its current business organization and maintain
existing relations and goodwill with material customers, suppliers, distributors, creditors, lessors, employees and other material business relations and keep available the services of the Company’s and its Subsidiaries’ present key
employees;",2519
2520,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3]/u[9],provided,2520
2521,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3],that (,2521
2522,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3]/u[10],x,2522
2523,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3],) no action by the Company or any of its Subsidiaries permitted by an exception to any of,2523
2524,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3]/u[11],Section,2524
2525,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3]/u[13],5.1(a),2525
2526,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3],through,2526
2527,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3]/u[14],(q),2527
2528,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3],"will be a breach of this sentence and
(",2528
2529,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3]/u[15],y,2529
2530,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3],) the Company’s or any of its Subsidiaries’ failure to take any action prohibited by any of,2530
2531,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3]/u[16],Section,2531
2532,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3]/u[18],5.1(a),2532
2533,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3],through,2533
2534,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3]/u[19],(q),2534
2535,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3],"will not be a breach of this sentence. Without limiting the
generality of the foregoing, from the date of this Agreement until the earlier to occur of the Effective Time and the termination of this Agreement in accordance with",2535
2536,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3]/u[20],Article IX,2536
2537,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3],", except as otherwise expressly permitted or expressly
contemplated by this Agreement, as set forth in",2537
2538,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3]/u[21],Section,2538
2539,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3]/u[23],5.1,2539
2540,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3],"of the Company Disclosure Letter, as consented to in writing by Parent (such consent not to be unreasonably withheld, conditioned or delayed), or as required by
applicable Law, the Company shall not, nor shall it permit any of its Subsidiaries to:",2540
2541,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[4],"(a) amend or otherwise change its certificate or
articles of incorporation, bylaws or other similar organizational documents;",2541
2542,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[5],"(b) split, combine, recapitalize, subdivide or reclassify
any Company Securities or Company Subsidiary Securities, or redeem, repurchase or otherwise acquire or offer to redeem, repurchase, or otherwise acquire any Company Securities or any Company Subsidiary Securities (other than (",2542
2543,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[5]/u[1],i,2543
2544,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[5],") in
connection with the exercise, vesting or settlement of Company Awards in accordance with past practice for award holders who are not “executive officers” and (",2544
2545,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[5]/u[2],ii,2545
2546,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[5],") in connection with the settlement of Company DSUs (or as
modified after the date of this Agreement in accordance with the terms of this Agreement));",2546
2547,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[6],(c) (,2547
2548,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[6]/u[1],i,2548
2549,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[6],") issue, deliver, sell,
assign, pledge, grant, transfer, dispose of, or encumber (other than Permitted Liens), or authorize the issuance, delivery, sale, assignment, pledge, grant, transfer, disposition or encumbrance of, any Company Securities or Company Subsidiary
Securities, other than (",2549
2550,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[6]/u[2],x,2550
2551,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[6],") in connection with regular quarterly grants of Company DSUs to directors which are made in the ordinary course of business, in each case under the terms and conditions and in the values as set forth in",2551
2552,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[6]/u[3],Section,2552
2553,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[6]/u[5],5.1(c),2553
2554,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[6],"of the Company Disclosure Letter, (",2554
2555,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[6]/u[6],y,2555
2556,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[6],") the issuance of any shares of Company Stock upon the exercise of Company Stock Options or the settlement of Company RSUs, Company PSUs and Company DSUs that
are outstanding on the date of this Agreement in accordance with the applicable terms thereof on the date of this Agreement or granted after the date of this Agreement in accordance with this Agreement, as set forth in",2556
2557,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[6]/u[7],Section,2557
2558,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[6]/u[9],5.1(c),2558
2559,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[6],of the Company Disclosure Letter and (,2559
2560,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[6]/u[10],z,2560
2561,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[6],) issuances of securities of the Company’s Subsidiaries to the Company or to wholly owned Subsidiaries of the Company or (,2561
2562,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[6]/u[11],ii,2562
2563,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[6],") amend any term
of any Company Security or Company Subsidiary Security (in each case, whether by merger, amalgamation, consolidation or otherwise);",2563
2564,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[8],59,2564
2565,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[1],"(d) make or commit to any capital expenditures, except (",2565
2566,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[1]/u[1],i,2566
2567,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[1],") in the ordinary
course of business, (",2567
2568,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[1]/u[2],ii,2568
2569,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[1],) pursuant to the Company’s current capital expenditures budget provided to Parent prior to the date hereof (the “,2569
2570,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[1]/u[3],2021 Capex Budget,2570
2571,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[1],"”), either on projects itemized in the budget or on
substitute projects, (",2571
2572,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[1]/u[4],iii,2572
2573,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[1],") with respect to future capital expenditures budgets, capital expenditures that do not exceed the aggregate amounts budgeted in the 2021 Capex Budget by 10%, (",2573
2574,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[1]/u[5],iv,2574
2575,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[1],") for any actions taken reasonably and in
good faith to respond to COVID-19 Measures not to exceed $10 million in the aggregate, or (",2575
2576,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[1]/u[6],v,2576
2577,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[1],") any unbudgeted capital expenditures not to exceed $10 million individually or $30 million in the aggregate per annum without
taking into account any amounts permitted by the foregoing clause (",2577
2578,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[1]/u[7],iv,2578
2579,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[1],);,2579
2580,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[2],"(e) make any acquisition (whether by merger, consolidation
or acquisition of stock or assets) of any interest or otherwise invest in any Person or any division or assets thereof with a value or purchase price (including all potentially payable",2580
2581,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[2]/font,“earn-out”,2581
2582,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[2],"consideration or any other obligation to potentially pay consideration in the future) in excess of $5 million individually or $10 million in the aggregate, other than (",2582
2583,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[2]/u[1],i,2583
2584,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[2],") acquisitions pursuant to Contracts in effect as of the
date of this Agreement that were publicly announced prior to the date of this Agreement or otherwise made available to Parent prior to the date hereof and (",2584
2585,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[2]/u[2],ii,2585
2586,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[2],") purchases of raw materials in the ordinary course of business consistent with
past practice;",2586
2587,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[3],"(f) sell, assign, license, lease or otherwise transfer, abandon, allow to let lapse or expire or otherwise dispose of,
fail to maintain, pledge or create any Lien on, or authorize any of the foregoing with respect to any of the Company’s or its Subsidiaries’ assets, properties or rights, other than (",2587
2588,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[3]/u[1],i,2588
2589,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[3],") Permitted Liens, (",2589
2590,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[3]/u[2],ii,2590
2591,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[3],") the sale
of inventory in the ordinary course of business consistent with past practice, (",2591
2592,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[3]/u[3],iii,2592
2593,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[3],) Intellectual Property portfolio management and maintenance conducted in the ordinary course of business consistent with past practice or (,2593
2594,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[3]/u[4],iv,2594
2595,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[3]/font,) non-exclusive,2595
2596,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[3],licenses granted to third parties in the ordinary course of business consistent with past practice;,2596
2597,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[4],"(g) incur, prepay, refinance or amend the terms of any indebtedness for borrowed money or guarantees thereof or issue any debt securities,
warrants or other rights to acquire any debt securities or assume, guarantee or endorse or otherwise become responsible for, the obligations of any Person, other than (",2597
2598,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[4]/u[1],x,2598
2599,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[4],") intercompany indebtedness, (",2599
2600,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[4]/u[2],y,2600
2601,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[4],") under the
Securitization Facility for working capital purposes in the ordinary course of business consistent with past practice and (",2601
2602,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[4]/u[3],z,2602
2603,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[4],") revolving credit advances and the issuance of letters of credit in the ordinary course of business consistent
with past practice under the Senior Credit Facility and Securitization Facility;",2603
2604,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[5],"(h) other than in the ordinary course of business
consistent with past practice, (",2604
2605,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[5]/u[1],i,2605
2606,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[5],") amend or modify in any material respect or terminate (excluding terminations upon expiration of the term thereof in accordance with the terms thereof) any Company Material Contract or waive, release or
assign any material rights, claims or benefits under any Company Material Contract or (",2606
2607,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[5]/u[2],ii,2607
2608,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[5],) enter into any Contract that would constitute a Company Material Contract if entered into prior to the date hereof;,2608
2609,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[7],60,2609
2610,/html/body/document/type/sequence/filename/description/text/center[62]/div/p[1],"(i) other than as required by the terms of any Company Plan or Contract as in effect on the
date of this Agreement or adopted or amended after the date of this Agreement in compliance with this",2610
2611,/html/body/document/type/sequence/filename/description/text/center[62]/div/p[1]/u[1],Section,2611
2612,/html/body/document/type/sequence/filename/description/text/center[62]/div/p[1]/u[3],5.1,2612
2613,/html/body/document/type/sequence/filename/description/text/center[62]/div/p[1],", any CBA or applicable Law, (",2613
2614,/html/body/document/type/sequence/filename/description/text/center[62]/div/p[1]/u[4],i,2614
