,xpaths,text,all_nodes_ordering
1102,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[6],29,1102
1103,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[1],"(ii) CBTC is not and has not been a “United States real property holding
corporation” within the meaning of Section 897(c)(2) of the Code during the applicable period specified in Section 897(c)(1)(A) of the Code.",1103
1104,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[2],(r),1104
1105,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[2]/u,Risk Management Instruments,1105
1106,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[2],". All Derivative Transactions whether entered into for the account of CBTC or Essex Bank or by CBTC or
Essex Bank for the account of a customer of CBTC or Essex Bank (i) were entered into by CBTC or Essex Bank in the ordinary course of business and in accordance with prudent banking practice and in all material respects with all applicable
rules, regulations and policies of all applicable Governmental Authorities, (ii) are legal, valid and binding obligations of CBTC or Essex Bank and, to the knowledge of CBTC, each of the counterparties thereto, and (iii) are in full force
and effect and enforceable in accordance with their terms (except as enforceability may be limited by applicable bankruptcy, insolvency, reorganization, moratorium, fraudulent transfer and similar laws of general applicability relating to or
affecting creditors’ rights or by general equity principles). CBTC and Essex Bank and, to the knowledge of CBTC, the counterparties to all such Derivative Transactions, have duly performed, in all material respects, their obligations thereunder
to the extent that such obligations to perform have accrued. To the knowledge of CBTC, there are no material breaches, violations or defaults or allegations or assertions of such by any party pursuant to any such Derivative Transactions. The
financial position of CBTC on a consolidated basis under or with respect to each such Derivative Transaction has been reflected in the books and records of CBTC in accordance with GAAP.",1106
1107,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[3],(s),1107
1108,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[3]/u,Books and Records,1108
1109,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[3],". The books and records of CBTC and its Subsidiaries have been fully, properly and accurately maintained in all
material respects, and there are no material inaccuracies or discrepancies of any kind contained or reflected therein and they fairly reflect the substance of events and transactions included therein.",1109
1110,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[4],(t),1110
1111,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[4]/u,Insurance,1111
1112,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[4],". CBTC has Previously Disclosed a list of all of the insurance policies, binders, or bonds maintained by CBTC or its
Subsidiaries. CBTC and its Subsidiaries are insured with insurers believed to be reputable against such risks and in such amounts as the management of CBTC reasonably has determined to be prudent in accordance with industry practices. All such
insurance policies are in full force and effect; CBTC and its Subsidiaries are not in material default thereunder; and all claims thereunder have been filed in due and timely fashion.",1112
1113,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[5],(u),1113
1114,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[5]/u,Opinion of Financial Advisor,1114
1115,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[5],". The board of directors of CBTC has received the opinion (which, if initially rendered verbally, has
been or will be confirmed by a written opinion, dated the same date) of Piper Sandler & Co., to the effect that, as of the date of such opinion, and based upon and subject to factors, assumptions and limitations set forth therein, the
Exchange Ratio in the Merger is fair, from a financial point of view, to the holders of CBTC Common Stock. Such opinion has not been amended or rescinded as of the date of this Agreement.",1115
1116,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[7],30,1116
1117,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[1],(v),1117
1118,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[1]/u,Loan Matters,1118
1119,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[1],.,1119
1120,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[2],"(i) Each Essex Loan currently outstanding (A) is evidenced by notes, agreements or other evidences of indebtedness that are true, genuine
and what they purport to be, (B) to the extent secured, has been secured by valid liens that have been perfected and (C) to the knowledge of CBTC, is a legal, valid and binding obligation of the obligor named therein, enforceable in
accordance with its terms (except in all cases as such enforceability may be limited by applicable bankruptcy, insolvency, reorganization, receivership, conservatorship, moratorium or similar laws affecting the enforcement of creditors’ rights
generally and except that the availability of the equitable remedy of specific performance or injunctive relief is subject to the discretion of the court before which any proceeding may be brought). The notes or other credit or security documents
with respect to each such outstanding Essex Loan were executed and delivered in compliance in all respects with all applicable laws at the time of origination or purchase by Essex Bank and are complete and correct in all respects.",1120
1121,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[3],"(ii) Each outstanding Essex Loan was solicited and originated, and is and has been administered and, where applicable, serviced, and the
relevant Essex Loan files are being maintained, in all respects in accordance with the relevant notes or other credit or security documents, CBTC’s written underwriting standards and with all applicable requirements of applicable laws.",1121
1122,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[4],"(iii) None of the contracts pursuant to which CBTC or Essex Bank has sold Essex Loans or pools of Essex Loans or participations in Essex Loans
or pools of Essex Loans contains any obligation to repurchase such Essex Loans or interests therein solely on account of a payment default by the obligor on any such Essex Loan.",1122
1123,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[5],"(iv) (A) Section 6.03(v)(iv) of CBTC’s Disclosure Schedule sets forth a list of all Essex Loans as of the date hereof by CBTC
or Essex Bank to any directors, executive officers and principal shareholders (as such terms are defined in Regulation O of the Federal Reserve Board (12 C.F.R. Part 215)) of CBTC, and (B) there are no employee, officer, director or other
affiliate Essex Loans on which the borrower is paying a rate other than that reflected in the note or other relevant credit or security agreement or on which the borrower is paying a rate which was not in compliance with Regulation O.",1123
1124,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[6],(w),1124
1125,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[6]/u,Allowance for Loan and Lease Losses,1125
1126,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[6],. The allowance for loan and lease losses (“,1126
1127,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[6]/i,ALLL,1127
1128,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[6],"”) reflected in CBTC’s most
recent financial statements was in compliance with CBTC’s existing methodology for determining the adequacy of its ALLL and in compliance in all material respects with the standards established by the applicable Regulatory Authority, the
Financial Accounting Standards Board and GAAP.",1128
1129,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[7],(x),1129
1130,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[7]/u,Assets,1130
1131,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[7],". CBTC or its Subsidiaries has good and marketable title to those assets
reflected in CBTC’s most recent financial statements as being owned by CBTC or acquired after the date thereof (except assets sold or otherwise disposed of since the date thereof in the ordinary course of business), free and clear of all liens,
except (a) statutory liens securing payments not yet due, (b) liens for real property Taxes not yet due and payable, (c) easements, rights of way, and other similar encumbrances that do not materially affect the use of the properties
or assets",1131
1132,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[9],31,1132
1133,/html/body/document/type/sequence/filename/description/text/center[35]/div/p[1],"subject thereto or affected thereby or otherwise materially impair business operations at such properties, and (d) such imperfections or irregularities of title or liens as do not materially
affect the use of the properties or assets subject thereto or affected thereby or otherwise materially impair business operations at such properties (collectively, “",1133
1134,/html/body/document/type/sequence/filename/description/text/center[35]/div/p[1]/i,Permitted Liens,1134
1135,/html/body/document/type/sequence/filename/description/text/center[35]/div/p[1],"”). CBTC is the lessee of all leasehold estates
reflected in CBTC’s most recent financial statements, free and clear of all liens of any nature whatsoever, except for Permitted Liens, and is in possession of the properties purported to be leased thereunder, and each such lease is valid
without default thereunder by the lessee or, to the knowledge of CBTC, the lessor. There are no pending or, to the knowledge of CBTC, threatened condemnation or eminent domain proceedings against any real property that is owned or leased by CBTC.
CBTC owns or leases all properties as are necessary to its operations now conducted.",1135
1136,/html/body/document/type/sequence/filename/description/text/center[35]/div/p[2],(y),1136
1137,/html/body/document/type/sequence/filename/description/text/center[35]/div/p[2]/u,Investment Securities,1137
1138,/html/body/document/type/sequence/filename/description/text/center[35]/div/p[2],.,1138
1139,/html/body/document/type/sequence/filename/description/text/center[35]/div/p[3],"(i) Each of CBTC and Essex Bank has good title in all material respects to all securities and commodities owned by it (except those sold
under repurchase agreements, borrowings of federal funds or borrowings from the Federal Reserve Banks or Federal Home Loan Banks or held in any fiduciary or agency capacity), free and clear of any Lien, except (i) as set forth in the
CBTC’s financial statements or in CBTC’s SEC Documents and (ii) to the extent such securities or commodities are pledged in the ordinary course of business to secure obligations of CBTC or Essex Bank. Such securities are valued on the
books of CBTC in accordance with GAAP in all material respects.",1139
1140,/html/body/document/type/sequence/filename/description/text/center[35]/div/p[4],"(ii) Each of CBTC and Essex Bank employs, to the extent applicable,
investment, securities, risk management and other policies, practices and procedures that CBTC believes are prudent and reasonable in the context of their respective businesses, and each of CBTC and Essex Bank has, since December 31, 2017, been
in compliance with such policies, practices and procedures in all material respects.",1140
1141,/html/body/document/type/sequence/filename/description/text/center[35]/div/p[5],(z),1141
1142,/html/body/document/type/sequence/filename/description/text/center[35]/div/p[5]/u,Computer Systems and Technology,1142
1143,/html/body/document/type/sequence/filename/description/text/center[35]/div/p[5],.,1143
1144,/html/body/document/type/sequence/filename/description/text/center[35]/div/p[6],"(i) The computer, information technology and data processing systems, facilities and services used by CBTC and Essex Bank, including all
software, hardware, networks, communications facilities, platforms and related systems and services (collectively, the “",1144
1145,/html/body/document/type/sequence/filename/description/text/center[35]/div/p[6]/i,CBTC Systems,1145
1146,/html/body/document/type/sequence/filename/description/text/center[35]/div/p[6],"”), are reasonably sufficient for the conduct of the respective businesses of CBTC and Essex Bank as
currently conducted and (ii) the CBTC Systems are in good working condition to effectively perform all computing, information technology and data processing operations necessary for the operation of the respective businesses of CBTC and Essex
Bank as currently conducted. To the knowledge of CBTC, since December 31, 2017, no third party has gained unauthorized access to any CBTC Systems owned or controlled by CBTC and Essex Bank, and CBTC and Essex Bank have taken commercially
reasonable steps and implemented commercially reasonable safeguards to ensure that the CBTC Systems are secure from unauthorized access and free from any disabling codes or instructions, spyware, Trojan horses, worms, viruses or other software
routines that permit or cause unauthorized access to, or disruption, impairment, disablement, or destruction of, software, data or other materials. Each of CBTC and Essex Bank has implemented backup and business continuity policies, procedures and
systems with disaster recovery practices consistent with generally accepted industry standards applicable to CBTC and Essex Bank and sufficient to reasonably maintain the operation of the respective business of CBTC and Essex Bank in all material
respects. Each of CBTC and Essex Bank has implemented and maintains commercially reasonable measures and procedures designed to reasonably mitigate the risks of cybersecurity breaches and attacks.",1146
1147,/html/body/document/type/sequence/filename/description/text/center[35]/div/p[8],32,1147
1148,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[1],"(ii) Since December 31, 2017, each of CBTC and Essex Bank has (A) complied in all
material respects with all applicable laws that govern the receipt, collection, compilation, use, storage, processing, sharing, safeguarding, security, disposal, destruction, disclosure or transfer of the personal information of customers or other
individuals and similar laws governing data privacy, and with all of its internal privacy and data security policies and guidelines, including with respect to the collection, storage, transmission, transfer, disclosure, destruction and use of
personally identifiable information and (B) taken commercially reasonable measures to ensure that all personally identifiable information in its possession or control is protected against loss, damage, and unauthorized access, use,
modification, or other misuse. To the knowledge of CBTC, since December 31, 2017, there has been no loss, damage, or unauthorized access, use, modification, or other misuse of any such information by CBTC, Essex Bank or any other Person.",1148
1149,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[2],(aa),1149
1150,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[2]/u,Investment Advisory Services,1150
1151,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[2],". Neither CBTC nor any of its Subsidiaries currently serves in a capacity described in
Section 9(a) or 9(b) of the Investment Company Act of 1940, as amended, nor currently acts as an “investment adviser” required to register as such under the Investment Advisers Act of 1940, as amended (the “",1151
1152,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[2]/i,"Investment Advisers
Act",1152
1153,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[2],"”) or any analogous applicable state law. Essex Bank offers investment management, investment advisory or",1153
1154,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[2]/font,sub-advisory,1154
1155,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[2],"services, or any other wealth management services including but not limited to
trust and estate planning and trust administration either through a third party or pursuant to an exemption from registration under the Investment Advisers Act and any analogous applicable state law. Essex Bank is not conducting any activities that
would require it to be registered with the SEC as an investment adviser under the Investment Advisers Act or any analogous applicable state law.",1155
1156,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[3]/b[1],6.04,1156
1157,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[3]/b[2]/i,Representations and Warranties of United.,1157
1158,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[3],"Subject to Sections 6.01 and 6.02 and except as Previously Disclosed,
United hereby represents and warrants to CBTC:",1158
1159,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[4],(a),1159
1160,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[4]/u,Organization and Standing,1160
1161,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[4],". United is a corporation duly organized, validly
existing and in good standing under the laws of the State of West Virginia. United is duly qualified to do business and is in good standing in the states of the United States and foreign jurisdictions where its ownership or leasing of property or
assets or the conduct of its business requires it to be so qualified.",1161
1162,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[5],(b),1162
1163,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[5]/u,Capitalization,1163
1164,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[5],.,1164
1165,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[6],"(i) As of the date hereof, the authorized capital stock of United consists of (A) 200,000,000 shares of United Common Stock, of which as
of May 31, 2021, 134,166,080 shares were outstanding, and (B) 50,000,000 shares of preferred stock with par value of $1.00 per share (“",1165
1166,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[6]/i,United Preferred Stock,1166
1167,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[6],"”), as of the date hereof, none of which are outstanding. As of
May 31, 2021, except as set forth in its Disclosure Schedule, United does not have and is not bound by any outstanding subscriptions, options, warrants, calls, commitments or agreements of",1167
1168,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[8],33,1168
1169,/html/body/document/type/sequence/filename/description/text/center[37]/div/p[1],"any character calling for the purchase or issuance of any shares of United Common Stock, United Preferred Stock or any other equity securities of United or any of its Subsidiaries or any
securities representing the right to purchase or otherwise receive any shares of United Common Stock, United Preferred Stock or other equity securities of United or any of its Subsidiaries. As of May 31, 2021, United had 1,670,531 shares of
United Common Stock that are issuable and reserved for issuance upon exercise of United Stock Options. The outstanding shares of United Common Stock have been duly authorized and are validly issued and outstanding, fully paid and nonassessable, and
subject to no preemptive rights (and were not issued in violation of any preemptive rights).",1169
1170,/html/body/document/type/sequence/filename/description/text/center[37]/div/p[2],"(ii) The shares of United Common Stock to be
issued in exchange for shares of CBTC Common Stock in the Merger, when issued in accordance with the terms of this Agreement, will be duly authorized, validly issued, fully paid and nonassessable, with no personal liability attaching to the
ownership thereof, subject to no preemptive rights and authorized for trading on Nasdaq.",1170
1171,/html/body/document/type/sequence/filename/description/text/center[37]/div/p[3],(c),1171
1172,/html/body/document/type/sequence/filename/description/text/center[37]/div/p[3]/u,Subsidiaries,1172
1173,/html/body/document/type/sequence/filename/description/text/center[37]/div/p[3],". Each of United’s
Subsidiaries has been duly organized and is validly existing in good standing under the laws of the jurisdiction of its organization, and is duly qualified to do business and is in good standing in the jurisdictions where its ownership or leasing of
property or the conduct of its business requires it to be so qualified and it owns, directly or indirectly, all the issued and outstanding equity securities of each of its Significant Subsidiaries. United has Previously Disclosed a list of all of
its Subsidiaries, together with the jurisdiction of organization of each Subsidiary.",1173
1174,/html/body/document/type/sequence/filename/description/text/center[37]/div/p[4],(d),1174
1175,/html/body/document/type/sequence/filename/description/text/center[37]/div/p[4]/u,Corporate Power,1175
1176,/html/body/document/type/sequence/filename/description/text/center[37]/div/p[4],". Each of United and its
Subsidiaries has the corporate power and authority to carry on its business as it is now being conducted and to own all its properties and assets; and United has the corporate power and authority to execute, deliver and perform its obligations under
this Agreement and to consummate the transactions contemplated hereby.",1176
1177,/html/body/document/type/sequence/filename/description/text/center[37]/div/p[5],(e),1177
1178,/html/body/document/type/sequence/filename/description/text/center[37]/div/p[5]/u,Corporate Authority,1178
1179,/html/body/document/type/sequence/filename/description/text/center[37]/div/p[5],". The execution and delivery of this
Agreement and the transactions contemplated hereby have been authorized by all necessary corporate action of United and the United Board. Assuming due authorization, execution and delivery by CBTC, this Agreement is a valid and legally binding
obligation of United, enforceable in accordance with its terms (except as enforceability may be limited by applicable bankruptcy, insolvency, reorganization, moratorium, fraudulent transfer and similar laws of general applicability relating to or
affecting creditors’ rights or by general equity principles).",1179
1180,/html/body/document/type/sequence/filename/description/text/center[37]/div/p[6],(f),1180
1181,/html/body/document/type/sequence/filename/description/text/center[37]/div/p[6]/u,Consents and Approvals; No Defaults,1181
1182,/html/body/document/type/sequence/filename/description/text/center[37]/div/p[6],.,1182
1183,/html/body/document/type/sequence/filename/description/text/center[37]/div/p[7],"(i) No consents or approvals of, or filings or registrations with, any Governmental Authority or with any third party are required to be made
or obtained by United or any of its Subsidiaries in connection with the execution, delivery or performance by United of this Agreement or to consummate the Merger except for: (A) filings of applications and notices with the federal and state
banking and insurance authorities and the approvals or consents of any federal or state banking and insurance authorities, including, the VBFI and the Federal Reserve Board; (B) filings with Nasdaq regarding the United Common Stock to be issued
in the Merger;",1183
1184,/html/body/document/type/sequence/filename/description/text/center[37]/div/p[9],34,1184
1185,/html/body/document/type/sequence/filename/description/text/center[38]/div/p[1],"(C) the filing with and declaration of effectiveness of the Registration Statement by the SEC; (D) the filing of articles of merger with the VSCC pursuant to the VSCA and with the WVSOS
pursuant to the WVBCA and the issuance of certificates of merger in connection with the Merger and the Bank Merger; (E) such filings as are required to be made or approvals as are required to be obtained under the securities or “Blue
Sky” laws of various states in connection with the issuance of United Common Stock in the Merger; and (F) receipt of the approvals set forth in Section 8.01(b). As of the date hereof, United is not aware of any reason why the
approvals set forth in Section 8.01(b) will not be received without the imposition of a Materially Burdensome Regulatory Condition.",1185
1186,/html/body/document/type/sequence/filename/description/text/center[38]/div/p[2],"(ii) Subject to the satisfaction of the requirements referred to in the preceding paragraph and expiration of the related waiting periods, the
execution, delivery and performance of this Agreement and the consummation of the transactions contemplated hereby do not and will not (A) constitute a breach or violation of, or a default under, or give rise to any Lien, any acceleration of
remedies or any right of termination under, any law, rule or regulation or any judgment, decree, order, governmental permit or license, or agreement, indenture or instrument of United or of any of its Subsidiaries or to which United or any of its
Subsidiaries or properties is subject or bound, (B) constitute a breach or violation of, or a default under, the articles of incorporation or bylaws (or similar governing documents) of United or any of its Subsidiaries, or (C) require any
consent or approval under any such law, rule, regulation, judgment, decree, order, governmental permit or license, agreement, indenture or instrument.",1186
1187,/html/body/document/type/sequence/filename/description/text/center[38]/div/p[3],(g),1187
1188,/html/body/document/type/sequence/filename/description/text/center[38]/div/p[3]/u,Financial Reports and SEC Documents; Absence of Certain Changes or Events,1188
1189,/html/body/document/type/sequence/filename/description/text/center[38]/div/p[3],.,1189
1190,/html/body/document/type/sequence/filename/description/text/center[38]/div/p[4],(i) United’s Annual Report on Form,1190
1191,/html/body/document/type/sequence/filename/description/text/center[38]/div/p[4]/font[1],10-K,1191
1192,/html/body/document/type/sequence/filename/description/text/center[38]/div/p[4],"for each of the fiscal years ended December 31,
2018, 2019 and 2020 and all other reports, registration statements, definitive proxy statements or information statements filed or to be filed by it or any of its Subsidiaries subsequent to December 31, 2020, under the Securities Act or under
Section 13(a), 13(c), 14 or 15(d) of the Exchange Act in the form filed or to be filed (collectively “",1192
1193,/html/body/document/type/sequence/filename/description/text/center[38]/div/p[4]/i,United’s SEC Documents,1193
1194,/html/body/document/type/sequence/filename/description/text/center[38]/div/p[4],"”), as of the date filed, (A) as to form complied or will comply in all material respects
with the applicable requirements under the Securities Act or the Exchange Act, as the case may be, and (B) did not and will not contain any untrue statement of a material fact or omit to state a material fact required to be stated therein or
necessary to make the statements therein, in light of the circumstances under which they were made, not misleading; and each of the balance sheets or statements of condition of United contained in or incorporated by reference into any of
United’s SEC Documents (including the related notes and schedules thereto) fairly presents, or will fairly present, the financial position of United and its Subsidiaries as of its date, and each of the statements of income or results of
operations and changes in shareholders’ equity and cash flows or equivalent statements of United in any of United’s SEC Documents (including any related notes and schedules thereto) fairly presents, or will fairly present, the results of
operations, changes in shareholders’ equity and cash flows, as the case may be, of United and its Subsidiaries for the periods to which they relate, in each case in accordance with GAAP during the periods involved, except in each case as may be
noted therein, and subject to normal",1194
1195,/html/body/document/type/sequence/filename/description/text/center[38]/div/p[4]/font[2],year-end,1195
1196,/html/body/document/type/sequence/filename/description/text/center[38]/div/p[4],audit adjustments in the case of unaudited statements.,1196
1197,/html/body/document/type/sequence/filename/description/text/center[38]/div/p[6],35,1197
1198,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[1],"(ii) Section 6.04(g)(ii) of United’s Disclosure Schedule lists, and upon request,
United has delivered to CBTC, copies of the documentation creating or governing all securitization transactions and",1198
1199,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[1]/font[1],“off-balance,1199
1200,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[1],"sheet arrangements” (as described in Footnote 8 of Item 303(b) of
Regulation",1200
1201,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[1]/font[2],S-K),1201
1202,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[1],"effected by United or its Subsidiaries, since December 31, 2020. Ernst & Young LLP, which has expressed its opinion with respect to the audited financial statements of United and
its Subsidiaries (including the related notes) included in United’s SEC Documents is and has been throughout the periods covered by such financial statements an independent registered public accounting firm (as defined in Section 2(a)(12)
of the Sarbanes-Oxley Act of 2002).",1202
1203,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[2],"(iii) United has on a timely basis filed all forms, reports and documents required to be filed by it
with the SEC since December 31, 2017. Except to the extent available in full without redaction on the SEC’s web site through the Electronic Data Gathering, Analysis and Retrieval System (EDGAR) two days prior to the date of this Agreement,
United has made available to CBTC copies in the form filed with the SEC of (A) its Annual Reports on Form",1203
1204,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[2]/font[1],10-K,1204
1205,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[2],"for each fiscal year of the Company beginning after December 31, 2017, (B) its
Quarterly Reports on Form",1205
1206,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[2]/font[2],10-Q,1206
1207,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[2],"for each of the first three fiscal quarters in each of the fiscal years of United referred to in clause (A) above, (C) all proxy statements relating to United’s
meetings of shareholders (whether annual or special) held, and all information statements relating to shareholder consents since the beginning of the first fiscal year referred to in clause (A) above, (D) all certifications and statements
required by (x) the SEC’s Order dated June 27, 2002, pursuant to Section 21(a)(1) of the Exchange Act (File",1207
1208,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[2]/font[3],"No. 4-460),",1208
1209,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[2],(y) Rule,1209
1210,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[2]/font[4],13a-14,1210
1211,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[2],or,1211
1212,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[2]/font[5],15d-14,1212
1213,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[2],"under the Exchange Act or (z) 18 U.S.C. §1350 (Section 906 of the Sarbanes-Oxley Act of 2002) with respect to any report referred to above, (E) all other forms, reports, registration statements
and other documents (other than preliminary materials if the corresponding definitive materials have been made available to CBTC pursuant to this Section 6.04(g), filed by United with the SEC since the beginning of the first fiscal year
referred above, and (F) all comment letters received by United from the staff of the SEC since December 31, 2019 and all responses to such comment letters by or on behalf of United.",1213
1214,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[3],(iv) United maintains disclosure controls and procedures required by Rule,1214
1215,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[3]/font[1],13a-15,1215
1216,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[3],or,1216
1217,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[3]/font[2],15d-15,1217
1218,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[3],"under the Exchange Act; such controls and procedures are effective to ensure that all material information concerning United and its Subsidiaries is made known on a timely basis to the individuals responsible
for the preparation of United’s filings with the SEC and other public disclosure documents. United maintains internal control over financial reporting as defined in Rule",1218
1219,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[3]/font[3],13a-15(f),1219
1220,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[3],"under the Exchange Act
and as of December 31, 2020, such internal control over financial reporting was effective in providing reasonable assurance to United’s management and its board of directors regarding the preparation and fair presentation of published
financial statements in accordance with GAAP. To United’s knowledge, each director and executive officer of United has filed with the SEC on a timely basis all statements required by Section 16(a) of the Exchange Act and the rules and
regulations thereunder since December 31, 2020. As used in this Section 6.04(g), the term “file” shall be broadly construed to include any manner in which a document or information is furnished, supplied or otherwise made
available to the SEC.",1220
1221,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[5],36,1221
1222,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1],"(v) Since December 31, 2020, United and its Subsidiaries have not incurred any
liability other than in the ordinary course of business consistent with past practice or for legal, accounting, and financial advisory fees and",1222
1223,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1]/font/font,out-of-pocket,1223
1224,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1],"expenses in
connection with the transactions contemplated by this Agreement.",1224
1225,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[2],"(vi) Since December 31, 2020, (A) United and its Subsidiaries
have conducted their respective businesses in the ordinary course consistent with past practice (excluding matters related to this Agreement and the transactions contemplated hereby) and (B) no event has occurred or circumstance arisen that,
individually or taken together with all other facts, circumstances and events (described in any subsection of Section 6.04 or otherwise), is reasonably likely to have a Material Adverse Effect with respect to United.",1225
1226,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[3],(h),1226
1227,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[3]/u,Litigation,1227
1228,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[3],". No litigation, claim or other proceeding before any Governmental Authority is pending against United or any of its
Subsidiaries and, to United’s knowledge, no such litigation, claim or other proceeding has been threatened.",1228
1229,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[4],(i),1229
1230,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[4]/u,"Regulatory
Matters",1230
1231,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[4],.,1231
1232,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[5],"(i) Neither United nor any of its Subsidiaries or properties is a party to or is subject to any order, decree, agreement,
memorandum of understanding or similar arrangement with, or a commitment letter or similar submission to, or extraordinary supervisory letter from, any Regulatory Authority.",1232
1233,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[6],"(ii) Neither United nor any of its Subsidiaries has been advised by any Regulatory Authority that such Regulatory Authority is contemplating
issuing or requesting (or is considering the appropriateness of issuing or requesting) any such order, decree, agreement, memorandum of understanding, commitment letter, supervisory letter or similar submission.",1233
1234,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[7],"(iii) United is a bank holding company duly registered under the Bank Holding Company Act of 1956, as amended, and has elected to be treated
as a financial holding company as defined by the Gramm-Leach-Bliley Act of 1999.",1234
1235,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[8],"(iv) Since December 31, 2017, United Bank has duly
filed with the Federal Reserve Board and VBFI and any other applicable Governmental Authority, as the case may be, all reports, returns, forms, filings, information, data, registrations, submissions, statements, certifications and documents,
required to be filed or furnished by it under any applicable law, including any and all federal and state banking laws, and such reports were complete and accurate in all material respects and in compliance in all material respects with the
requirements of any applicable law.",1235
