,xpaths,text,all_nodes_ordering
1199,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[3]/u[1],Section,1199
1200,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[3]/u[3],4.11(g),1200
1201,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[3],", “",1201
1202,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[3]/u[4],Solvent,1202
1203,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[3],"” means, with respect to Parent and its Subsidiaries, taken as a whole, that:",1203
1204,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[4],"(i) the fair saleable value (determined on a going concern basis) of the assets of Parent and its Subsidiaries, taken as a whole on a
consolidated basis, shall be greater than the total amount of the liabilities (including all liabilities, whether or not reflected in a balance sheet prepared in accordance with IFRS, and whether direct or indirect, fixed or contingent, secured or
unsecured, disputed or undisputed) of Parent and its Subsidiaries, taken as a whole on a consolidated basis;",1204
1205,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[5],"(ii) Parent and its
Subsidiaries, taken as a whole on a consolidated basis, shall be able to pay their debts and obligations in the ordinary course of business as they become due; and",1205
1206,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[6],"(iii) Parent and its Subsidiaries, taken as a whole on a consolidated basis, shall have adequate capital to carry on their businesses.",1206
1207,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[7],"Notwithstanding the foregoing, Parent makes no representation or warranty with respect to statements made or incorporated in any Royalty Purchase Agreement or
to any Financing Source based on information supplied in writing by or on behalf of the Company or the Acquired Corporations for inclusion or incorporation by reference therein.",1207
1208,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[8],SECTION 5.,1208
1209,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[8]/u,CERTAIN COVENANTS OF THE COMPANY,1209
1210,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[9],5.1,1210
1211,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[9]/u[1],Access and Investigation,1211
1212,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[9],". During the period from the date of this Agreement until the earlier of the Effective Time and the
termination of this Agreement pursuant to",1212
1213,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[9]/u[2],Section,1213
1214,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[9]/u[4],8.1,1214
1215,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[9],(the “,1215
1216,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[9]/u[5]/font,Pre-Closing,1216
1217,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[9]/u[5],Period,1217
1218,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[9],"”), upon reasonable advance notice to the Company, the Acquired Corporations shall, and
shall use reasonable best efforts to cause the respective Representatives of the Acquired Corporations to provide Parent and Parent’s Representatives with reasonable access during normal business hours of the Company to the Company’s
designated Representatives and assets, books, records, work papers and other documents and information relating to the Acquired",1218
1219,/html/body/document/type/sequence/filename/description/text/center[39]/div/p[11],33,1219
1220,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1],Corporations as Parent may reasonably request for the purpose of preparing for the Closing;,1220
1221,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1]/u[1],provided,1221
1222,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1],",",1222
1223,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1]/u[2],however,1223
1224,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1],", that any such access shall be conducted at Parent’s
expense at a reasonable time, under the supervision of appropriate personnel of the Acquired Corporations and in such a manner as not to unreasonably interfere with the normal operation of the business of the Acquired Corporations. Solely for
purposes of integration planning and Parent’s monitoring of the Acquired Corporation’s cash position and compliance with",1224
1225,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1]/u[3],Section,1225
1226,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1]/u[5],5.2,1226
1227,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1],and,1227
1228,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1]/u[6],Section,1228
1229,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1]/u[8],5.3,1229
1230,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1],"of this Agreement, the Acquired
Corporations shall reasonably consult with Parent in respect of such matters, and use reasonable best efforts to (i) provide Parent with written cash management reports each week describing the Acquired Corporations’ cash position and use
of cash for the prior week and a cash forecast for the succeeding week, and such other related information as is otherwise reasonably requested by Parent and (ii) participate in discussions weekly, or as otherwise reasonably requested by Parent
to review any such cash management reports and cash forecasts;",1230
1231,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1]/u[9],provided,1231
1232,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1],", that such cash management reports, cash forecasts or other related information and such discussions shall be provided for disclosure purposes only and not be deemed to
broaden or narrow any the representations, warranties or covenants of the Company contained in this Agreement. Nothing herein shall require any of the Acquired Corporations to disclose any information to Parent or afford any access to Parent if:
(i) such disclosure or access would, in the Company’s good-faith discretion with the advice of legal counsel (x) jeopardize any attorney-client or other legal privilege or (y) contravene any applicable Legal Requirement,
fiduciary duty or binding agreement entered into prior to the date of this Agreement (including any confidentiality agreement to which an Acquired Corporation or its Affiliate is a party); or (ii) such information relates to the minutes of the
meetings of the Company Board or its committees where the Company Board or any applicable committee discussed the Transactions or any similar transaction between the Company and any other Person (including any presentations or other materials
prepared by or for the Company Board, whether in connection with a specific meeting, or otherwise relating to such subject matter). Notwithstanding anything contained in this Agreement to the contrary, the Company shall not be required to provide
any access or make any disclosure to the other pursuant to this",1232
1233,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1]/u[10],Section,1233
1234,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1]/u[12],5.1,1234
1235,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1],"to the extent such access or information is reasonably pertinent to a litigation where the Company or any of its Affiliates, on the one hand, and
Parent, Purchaser or any of their respective Affiliates, on the other hand, are adverse parties or reasonably likely to become adverse parties. To the extent that the Company determines doing so may be reasonably required for the purpose of
complying with applicable Antitrust Laws, information disclosed pursuant to this",1235
1236,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1]/u[13],Section,1236
1237,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1]/u[15],5.1,1237
1238,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1],"shall be disclosed subject to execution of a joint defense agreement in customary form, and disclosure may be limited to external
counsel for Parent. With respect to the information disclosed pursuant to this",1238
1239,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1]/u[16],Section,1239
1240,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1]/u[18],5.1,1240
1241,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1],", Parent shall comply with, and shall instruct Parent’s Representatives to comply with, all of its obligations under the
Confidentiality Agreement dated November 20, 2020, as amended April 14, 2021, between the Company and Parent (the “",1241
1242,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1]/u[19],Confidentiality Agreement,1242
1243,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1],"”). Notwithstanding anything to the contrary herein, the Acquired Corporations may
satisfy their obligations set forth above to provide access to personnel, assets, books, records, work papers and any other documents and information by electronic means if physical access is not reasonably feasible or would not be permitted under
the applicable Legal Requirements (including any",1243
1244,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1]/font,COVID-19,1244
1245,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[1],Measures).,1245
1246,/html/body/document/type/sequence/filename/description/text/center[40]/div/p[3],34,1246
1247,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[1],5.2,1247
1248,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[1]/u[1],Operation of the Acquired Corporations,1248
1249,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[1]/u[2],’,1249
1250,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[1]/u[3],Business,1250
1251,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[1],.,1251
1252,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[2],(a) During the,1252
1253,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[2]/font[1],Pre-Closing,1253
1254,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[2],"Period, except (w) as required or otherwise contemplated under this
Agreement or as prohibited or required by applicable Legal Requirements, (x) with the written consent of Parent (which consent shall not be unreasonably withheld, delayed or conditioned, and provided that no consent shall be required if the
Company reasonably believes after consulting with outside legal counsel that seeking such consent would violate Antitrust Law), (y) for any action required to be or reasonably taken, or omitted to be taken, pursuant to any",1254
1255,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[2]/font[2],COVID-19,1255
1256,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[2],"Measures or which is otherwise required or reasonably taken, or omitted to be taken, in response to",1256
1257,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[2]/font[3],COVID-19,1257
1258,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[2],"or any other pandemic, epidemic or disease outbreak, as
determined by the Company in its reasonable discretion, or (z) as set forth in",1258
1259,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[2]/u[1],Section,1259
1260,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[2]/u[3],5.2,1260
1261,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[2],"of the Company Disclosure Schedule, the Company shall, and shall cause each Acquired Corporation to, use commercially
reasonable efforts to conduct its business and operations in the ordinary course in all material respects;",1261
1262,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[2]/u[4],provided,1262
1263,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[2],",",1263
1264,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[2]/u[5],however,1264
1265,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[2],", that no action by the Acquired Corporations with respect to matters whose subject matter is specifically
addressed by any provision of",1265
1266,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[2]/u[6],Section,1266
1267,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[2]/u[8],5.2(b),1267
1268,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[2],shall be deemed a breach of this sentence unless such action would constitute a breach of such other provision.,1268
1269,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[3],(b) During the,1269
1270,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[3]/font[1],Pre-Closing,1270
1271,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[3],"Period, except (w) as required or otherwise contemplated under this
Agreement or as prohibited or required by applicable Legal Requirements, (x) with the written consent of Parent (which consent shall not be unreasonably withheld, delayed or conditioned and provided that no consent shall be required if the
Company reasonably believes after consulting with outside legal counsel that seeking such consent would violate Antitrust Law), (y) in connection with any action taken, or omitted to be taken, pursuant to any",1271
1272,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[3]/font[2],COVID-19,1272
1273,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[3],"Measures or which is otherwise taken, or omitted to be taken, in response to",1273
1274,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[3]/font[3],COVID-19,1274
1275,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[3],"or any other pandemic, epidemic or disease outbreak, as determined by the
Company in its reasonable discretion, or (z) as set forth in",1275
1276,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[3]/u[1],Section,1276
1277,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[3]/u[3],5.2,1277
1278,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[3],"of the Company Disclosure Schedule, the Acquired Corporations shall not:",1278
1279,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[4],"(i) (A) establish a record date for, declare, accrue, set aside or pay any dividend or make any other distribution in respect of any
shares of capital stock (including the Shares) (other than dividends paid by a wholly owned Subsidiary to the Company or another wholly owned Subsidiary of the Company) or (B) repurchase, redeem or otherwise reacquire any of the Shares, or any
rights, warrants or options to acquire any Shares, other than to satisfy the exercise price and/or Tax obligations with respect to Company Options upon exercise;",1279
1280,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[5],"(ii) split, combine, subdivide or reclassify any Shares or other equity interests;",1280
1281,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[6],"(iii) sell, issue, grant, deliver, pledge, transfer, encumber or authorize the issuance, sale, delivery, pledge, transfer, encumbrance or
grant by any Acquired Corporation (other than pursuant to agreements in effect as of the date of this Agreement and except for transactions between the Company and any wholly owned Subsidiary of the Company or between wholly owned Subsidiaries of
the Company) of (A) any capital stock, equity interest or other security of the Acquired Corporation, (B) any option, call, warrant, restricted securities or right to acquire any capital stock, equity interest or other security of the
Acquired Corporation (or valued based upon any equity interest or other security of any Acquired Corporation), or (C) any instrument convertible into or exchangeable for any capital stock, equity interest or other security of the Acquired
Corporation (except that (I) the Company may issue Shares upon the exercise of Company Options and (II) the Company may issue Shares in connection with the exercise of Company Warrants, in the case of both",1281
1282,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[6]/u[1],(I),1282
1283,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[6],and,1283
1284,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[6]/u[2],(II),1284
1285,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[6],as outstanding on the date hereof and in accordance with their terms);,1285
1286,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[8],35,1286
1287,/html/body/document/type/sequence/filename/description/text/center[42]/div/p[1],"(iv) except as required by Employee Plans in effect on the date of this Agreement,
(A) increase the compensation or other benefits payable or provided to the Company’s directors or officers or take any action to accelerate the time of payment or vesting of any material compensation or benefit, (B) enter into any
employment, bonus, incentive compensation, change of control, severance, retention or similar agreement with any employee of the Company (except for severance agreements entered into with employees below the level of Senior Director in the ordinary
course of business in connection with terminations of employment), or (C) enter into any trust, annuity or insurance contract or similar agreement or take any other action to fund or otherwise secure the payment of any compensation or benefit,
(D) establish, adopt, enter into or amend any Employee Plan that would result in a material increase in cost to the Company except as permitted pursuant to",1287
1288,/html/body/document/type/sequence/filename/description/text/center[42]/div/p[1]/u,clause (B),1288
1289,/html/body/document/type/sequence/filename/description/text/center[42]/div/p[1],"above or (E) hire, engage, promote or terminate (other than
for cause) any employee at the level of Senior Director or above;",1289
1290,/html/body/document/type/sequence/filename/description/text/center[42]/div/p[2],"(v) amend or permit the adoption of any amendment to its certificate of
incorporation or bylaws or other charter or organizational documents, except, in the case of any Subsidiary of the Company, for amendments that would not reasonably be expected to, individually or in the aggregate, be material to the Acquired
Corporations, taken as a whole, or materially impede or materially delay the consummation of the Transactions;",1290
1291,/html/body/document/type/sequence/filename/description/text/center[42]/div/p[3],"(vi) other than pursuant
to any Contract in accordance with the terms thereof and without acceleration, make or authorize any capital expenditure in the aggregate in excess of 120% above the amounts set forth in Section 5.2(b)(vi) of the Company Disclosure Schedule;",1291
1292,/html/body/document/type/sequence/filename/description/text/center[42]/div/p[4],"(vii) acquire, lease, license, sublicense, pledge, sell, transfer, assign or subject to any material Encumbrance (other than Permitted
Encumbrances) any asset or property that is material to the Acquired Corporations taken as a whole (except in the case of any of the foregoing (A) the entry into immaterial nonexclusive license agreements, clinical trial agreements and material
transfer agreements in the ordinary course of business, (B) pursuant to any Contract in place on the date of this Agreement or permitted to be entered into under this Agreement, (C) pursuant to dispositions of obsolete, surplus or worn out
assets that are no longer useful in the conduct of the business of the Acquired Corporations or (D) for transactions between the Company and any wholly owned Subsidiary of the Company or between wholly owned Subsidiaries of the Company);",1292
1293,/html/body/document/type/sequence/filename/description/text/center[42]/div/p[5],"(viii) lend money or make capital contributions or advances to or make investments in, any Person, or incur or guarantee any Indebtedness for
borrowed money (except for (A) loans, capital contributions, advances or investments between the Company and any wholly owned Subsidiary of the Company or between wholly owned Subsidiaries of the Company, (B) short-term loans, of not more
than $1,000,000 in the aggregate, incurred in the ordinary course of business, (C) advances to employees and consultants for travel and other business-related expenses in the ordinary course of business, (D) extensions of trade credit in
the ordinary course of business and (E) capital contributions or investments in any Person in an amount of not more than $1,000,000 in the aggregate);",1293
1294,/html/body/document/type/sequence/filename/description/text/center[42]/div/p[7],36,1294
1295,/html/body/document/type/sequence/filename/description/text/center[43]/div/p[1],"(ix) except in the ordinary course of business, enter into or terminate, amend or modify in
any material respect, any Material Contract or enter into any Contract which if entered into prior to the date hereof would have been a Material Contract;",1295
1296,/html/body/document/type/sequence/filename/description/text/center[43]/div/p[2],"(x) settle release, waive or compromise any Legal Proceeding or other claim (or threatened Legal Proceeding or other claim), other than any
settlement, release, waiver or compromise that both (A) does not relate to any Legal Proceeding or claim brought by the stockholders of the Company against the Company and/or its directors relating to the Transactions or a breach of this
Agreement or any other agreements contemplated hereby, and either (B) (1) results solely in a monetary obligation involving only the payment of monies by the Acquired Corporations of not more than $1,000,000 in the aggregate (excluding any
settlements made under the following",1296
1297,/html/body/document/type/sequence/filename/description/text/center[43]/div/p[2]/u[1],clause (2),1297
1298,/html/body/document/type/sequence/filename/description/text/center[43]/div/p[2],"); (2) results solely in a monetary obligation that is funded by an indemnity obligation to, or an insurance policy of, any Acquired Corporation and the payment of monies by the Acquired
Corporations that are not more than $1,000,000 in the aggregate (not funded by an indemnity obligation or through insurance policies); or (3) that results in no monetary obligation of any Acquired Corporation or the Acquired Corporation’s
receipt of payment;",1298
1299,/html/body/document/type/sequence/filename/description/text/center[43]/div/p[2]/u[2],provided,1299
1300,/html/body/document/type/sequence/filename/description/text/center[43]/div/p[2],",",1300
1301,/html/body/document/type/sequence/filename/description/text/center[43]/div/p[2]/u[3],however,1301
1302,/html/body/document/type/sequence/filename/description/text/center[43]/div/p[2],", that the settlement, release, waiver or compromise of any Legal Proceeding or claim brought by the stockholders of the Company against the Company and/or its directors relating to the Transactions
or a breach of this Agreement or any other agreements contemplated hereby shall be subject to",1302
1303,/html/body/document/type/sequence/filename/description/text/center[43]/div/p[2]/u[4],Section,1303
1304,/html/body/document/type/sequence/filename/description/text/center[43]/div/p[2]/u[6],6.5,1304
1305,/html/body/document/type/sequence/filename/description/text/center[43]/div/p[2],rather than this,1305
1306,/html/body/document/type/sequence/filename/description/text/center[43]/div/p[2]/u[7],Section,1306
1307,/html/body/document/type/sequence/filename/description/text/center[43]/div/p[2]/u[9],5.2,1307
1308,/html/body/document/type/sequence/filename/description/text/center[43]/div/p[2],;,1308
1309,/html/body/document/type/sequence/filename/description/text/center[43]/div/p[3],"(xi) (A) modify, extend or enter into any collective bargaining agreement or other Contract with any labor organization or (B) recognize
or certify any labor or trade union, labor organization, works council, or group of employees as the bargaining representative for any employees of any Acquired Corporation;",1309
1310,/html/body/document/type/sequence/filename/description/text/center[43]/div/p[4],(xii) waive the restrictive covenant obligations of any current or former employee or independent contractor of any Acquired Corporation;,1310
1311,/html/body/document/type/sequence/filename/description/text/center[43]/div/p[5],"(xiii) make any change in financial accounting policies, practices, principles, methods or procedures materially affecting the reported
consolidated assets, liabilities or results of operations of the Company, other than as required by GAAP (or any interpretation thereof) or Regulation",1311
1312,/html/body/document/type/sequence/filename/description/text/center[43]/div/p[5]/font,S-X,1312
1313,/html/body/document/type/sequence/filename/description/text/center[43]/div/p[5],"promulgated under the Exchange Act or other applicable
rules and regulations of the SEC or applicable Legal Requirements;",1313
1314,/html/body/document/type/sequence/filename/description/text/center[43]/div/p[6],"(xiv) adopt a plan or agreement of complete or partial liquidation or
dissolution, merger, consolidation, restructuring, recapitalization or other reorganization of the Acquired Corporations;",1314
1315,/html/body/document/type/sequence/filename/description/text/center[43]/div/p[7],"(xv) (A) make,
change or revoke any material Tax election, (B) change any method of Tax accounting or accounting period used for Tax purposes, (C) settle or compromise any Legal Proceeding in respect of material Taxes, (D) enter into any material
“closing agreement” within the meaning of Section 7121 of the Code (or any corresponding or similar provision of any state, local or foreign law) with any Tax authority, (E) surrender any right to claim a material Tax refund,
(F) file an amended Tax Return with respect to a material amount of Taxes, or (G) waive or extend the statute of limitations with respect to any Tax or Tax Return (other than an extension obtained in the ordinary course of business in
connection with filing Tax Returns); or",1315
1316,/html/body/document/type/sequence/filename/description/text/center[43]/div/p[9],37,1316
1317,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[1],"(xvi) authorize any of, or agree or commit to take, any of the actions described in the
foregoing",1317
1318,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[1]/u[1],clauses,1318
1319,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[1]/u[3],(i),1319
1320,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[1],through,1320
1321,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[1]/u[4],(xv),1321
1322,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[1],of this,1322
1323,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[1]/u[5],Section,1323
1324,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[1]/u[7],5.2(b),1324
1325,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[1],.,1325
1326,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[2],"Notwithstanding the foregoing,
nothing contained herein shall give to Parent or Purchaser, directly or indirectly, rights to control or direct the operations of the Acquired Corporations prior to the Effective Time. Prior to the Effective Time, each of Parent and the Company
shall exercise, consistent with the terms and conditions hereof, complete control and supervision of its and its Subsidiaries’ respective operations.",1326
1327,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[3],5.3,1327
1328,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[3]/u,No Solicitation,1328
1329,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[3],.,1329
1330,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[4],"(a)
For the purposes of this Agreement, “",1330
1331,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[4]/u[1],Acceptable Confidentiality Agreement,1331
1332,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[4],"” means any customary confidentiality agreement that (i) contains provisions that are not materially less favorable in the aggregate to the Company than
those contained in the Confidentiality Agreement and (ii) does not prohibit the Company from providing any information to Parent in accordance with this",1332
1333,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[4]/u[2],Section,1333
1334,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[4]/u[4],5.3,1334
1335,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[4],"or otherwise prohibit the Company from complying with
its obligations under this",1335
1336,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[4]/u[5],Section,1336
1337,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[4]/u[7],5.3,1337
1338,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[4],;,1338
1339,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[4]/u[8],provided,1339
1340,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[4],"that such confidentiality agreement need not contain a “standstill” to the extent that Parent is, concurrently with the entry by any of the Acquired
Corporations into such confidentiality agreement, released from any “standstill” in the Confidentiality Agreement.",1340
1341,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[5],"(b) Except as
permitted by this",1341
1342,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[5]/u[1],Section,1342
1343,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[5]/u[3],5.3,1343
1344,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[5],", during the",1344
1345,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[5]/font[1],Pre-Closing,1345
1346,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[5],"Period (A) the Acquired Corporations shall not and shall direct their Representatives not to solicit, initiate or
knowingly encourage the making of any proposal or offer that constitutes, or would reasonably be expected to lead to, an Acquisition Proposal or (B) engage in, continue or otherwise participate in any discussions or negotiations regarding, or
furnish to any other Person any",1346
1347,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[5]/font[2],non-public,1347
1348,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[5],"information for the purpose of knowingly encouraging, an Acquisition Proposal or any proposal or offer that would reasonably be expected to lead to an Acquisition
Proposal (except to notify such Person as to the existence of the provisions of this",1348
1349,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[5]/u[4],Section,1349
1350,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[5]/u[6],5.3(b),1350
1351,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[5],).,1351
1352,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[6],"(c)
Notwithstanding anything to the contrary contained in",1352
1353,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[6]/u[1],Section,1353
1354,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[6]/u[3],5.3(b),1354
1355,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[6],"or elsewhere in this Agreement, if at any time during the",1355
1356,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[6]/font[1],Pre-Closing,1356
1357,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[6],"Period any Acquired Corporation or any of
their respective Representatives receives an unsolicited written inquiry, proposal, offer or Acquisition Proposal from any Person or group of Persons which Acquisition Proposal was made or renewed on or after the date of this Agreement, (i) the
Company and its Representatives may contact such Person or group of Persons to clarify the terms and conditions thereof and (ii) if the Company Board determines, in good faith, after consultation with financial advisors and outside legal
counsel, that such inquiry, proposal, offer or Acquisition Proposal constitutes or could reasonably be expected to lead to a Superior Offer, then the Company and its Representatives may (x) furnish information (including",1357
1358,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[6]/font[2],non-public,1358
1359,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[6],"information pursuant to an Acceptable Confidentiality Agreement) with respect to the Acquired Corporations to the Person or group of Persons making such inquiry, proposal, offer or Acquisition Proposal
and their Representatives and potential financing sources and (y) engage in or otherwise participate in discussions or negotiations with the Person or group of Persons making such inquiry, proposal, offer or Acquisition Proposal and their
Representatives. It is understood and agreed that any contacts, disclosures, discussions or negotiations permitted under this",1359
1360,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[6]/u[4],Section,1360
1361,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[6]/u[6],5.3(c),1361
1362,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[6],", by itself shall not constitute a Company Adverse Recommendation Change or
otherwise constitute a basis for Parent to terminate this Agreement pursuant to",1362
1363,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[6]/u[7],Section,1363
1364,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[6]/u[9],8.1(d),1364
1365,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[6],.,1365
1366,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[8],38,1366
1367,/html/body/document/type/sequence/filename/description/text/center[45]/div/p[1],(d) During the,1367
1368,/html/body/document/type/sequence/filename/description/text/center[45]/div/p[1]/font,Pre-Closing,1368
1369,/html/body/document/type/sequence/filename/description/text/center[45]/div/p[1],"Period, the Company shall
(i) promptly (and in any event within twenty-four (24) hours after knowledge of receipt by an executive officer or director of the Company) notify Parent in writing of any",1369
1370,/html/body/document/type/sequence/filename/description/text/center[45]/div/p[1]/i,bona fide,1370
1371,/html/body/document/type/sequence/filename/description/text/center[45]/div/p[1],"written Acquisition Proposal that are received by
any Acquired Corporation, (ii) provide to Parent a summary of the material terms and conditions of any such Acquisition Proposal and (iii) keep Parent reasonably informed on a prompt basis of any material developments regarding any such
Acquisition Proposal and the material terms and conditions thereof (including any change in price or form of consideration or other material amendment thereto), including by providing a copy of material documentation and summary of communications
(which shall include any written proposals or written offers) relating thereto that is exchanged between the Person or group of Persons making such Acquisition Proposal (or their Representatives) and the Company (or its Representatives) within
forty-eight (48) hours after the receipt or delivery thereof.",1371
